node_id,kind,tier,region,subtype,capacity,lead_time_days,label
M055,material,4,Japan,lead_frame,237,57,Lead Frame Co 055
M056,material,4,China,bonding_wire,3605,41,Bonding Wire Co 056
M057,material,4,USA,specialty_gas,1399,51,Specialty Gas Co 057
M058,material,4,USA,silicon_wafer,612,59,Silicon Wafer Co 058
M059,material,4,Taiwan,photoresist,2975,62,Photoresist Co 059
M060,material,4,Taiwan,rare_earth,2962,77,Rare Earth Co 060
M061,material,4,Japan,sputter_target,2535,38,Sputter Target Co 061
M062,material,4,USA,cmp_slurry,3680,42,Cmp Slurry Co 062
M063,material,4,USA,lead_frame,736,98,Lead Frame Co 063
M064,material,4,China,bonding_wire,2308,45,Bonding Wire Co 064
M065,material,4,Japan,specialty_gas,1948,43,Specialty Gas Co 065
M066,material,4,South Korea,silicon_wafer,3271,76,Silicon Wafer Co 066
M067,material,4,USA,photoresist,2612,57,Photoresist Co 067
M068,material,4,South Korea,rare_earth,1305,59,Rare Earth Co 068
M069,material,4,Taiwan,sputter_target,3967,68,Sputter Target Co 069
M070,material,4,USA,cmp_slurry,3756,51,Cmp Slurry Co 070
F001,foundry,3,South Korea,7nm,333,89,Fab 001 (7nm)
F002,foundry,3,Europe,3nm,129,89,Fab 002 (3nm)
F003,foundry,3,China,28nm,58,82,Fab 003 (28nm)
F004,foundry,3,China,3nm,162,105,Fab 004 (3nm)
F005,foundry,3,China,28nm,123,98,Fab 005 (28nm)
F006,foundry,3,China,10nm,156,102,Fab 006 (10nm)
F007,foundry,3,USA,7nm,648,95,Fab 007 (7nm)
F008,foundry,3,South Korea,28nm,120,79,Fab 008 (28nm)
F009,foundry,3,China,28nm,127,92,Fab 009 (28nm)
F010,foundry,3,Japan,14nm,28,141,Fab 010 (14nm)
F011,foundry,3,South Korea,3nm,444,103,Fab 011 (3nm)
F012,foundry,3,Taiwan,10nm,134,78,Fab 012 (10nm)
F013,foundry,3,China,3nm,63,100,Fab 013 (3nm)
F014,foundry,3,Taiwan,5nm,282,70,Fab 014 (5nm)
F015,foundry,3,Europe,14nm,38,100,Fab 015 (14nm)
F016,foundry,3,Taiwan,5nm,558,175,Fab 016 (5nm)
F017,foundry,3,Taiwan,28nm,157,115,Fab 017 (28nm)
F018,foundry,3,China,28nm,39,104,Fab 018 (28nm)
F019,foundry,3,Taiwan,5nm,201,84,Fab 019 (5nm)
F020,foundry,3,Japan,5nm,645,100,Fab 020 (5nm)
F021,foundry,3,Japan,28nm,145,88,Fab 021 (28nm)
F022,foundry,3,China,10nm,148,92,Fab 022 (10nm)
F023,foundry,3,Taiwan,10nm,185,98,Fab 023 (10nm)
F024,foundry,3,South Korea,5nm,381,127,Fab 024 (5nm)
F025,foundry,3,China,10nm,186,89,Fab 025 (10nm)
F026,foundry,3,Europe,14nm,112,98,Fab 026 (14nm)
F027,foundry,3,USA,14nm,69,86,Fab 027 (14nm)
F028,foundry,3,Taiwan,14nm,73,56,Fab 028 (14nm)
F029,foundry,3,Taiwan,7nm,159,133,Fab 029 (7nm)
F030,foundry,3,South Korea,5nm,309,61,Fab 030 (5nm)
F031,foundry,3,Taiwan,14nm,121,87,Fab 031 (14nm)
F032,foundry,3,South Korea,28nm,93,93,Fab 032 (28nm)
F033,foundry,3,Taiwan,28nm,56,87,Fab 033 (28nm)
F034,foundry,3,USA,7nm,471,123,Fab 034 (7nm)
F035,foundry,3,Japan,5nm,462,133,Fab 035 (5nm)
F036,foundry,3,USA,28nm,203,120,Fab 036 (28nm)
F037,foundry,3,Taiwan,28nm,112,133,Fab 037 (28nm)
F038,foundry,3,China,10nm,127,104,Fab 038 (10nm)
F039,foundry,3,China,28nm,60,88,Fab 039 (28nm)
F040,foundry,3,Japan,5nm,540,96,Fab 040 (5nm)
F041,foundry,3,Taiwan,14nm,34,116,Fab 041 (14nm)
F042,foundry,3,South Korea,28nm,77,69,Fab 042 (28nm)
F043,foundry,3,Europe,3nm,417,90,Fab 043 (3nm)
F044,foundry,3,South Korea,28nm,158,120,Fab 044 (28nm)
F045,foundry,3,South Korea,28nm,147,135,Fab 045 (28nm)
F046,foundry,3,USA,28nm,39,111,Fab 046 (28nm)
P001,packaging,2,Europe,standard,278,36,OSAT 001 (standard)
P002,packaging,2,Taiwan,advanced,39,133,OSAT 002 (advanced)
P003,packaging,2,Taiwan,standard,69,28,OSAT 003 (standard)
P004,packaging,2,China,standard,90,44,OSAT 004 (standard)
P005,packaging,2,Taiwan,advanced,189,106,OSAT 005 (advanced)
P006,packaging,2,China,standard,219,42,OSAT 006 (standard)
P007,packaging,2,China,standard,196,35,OSAT 007 (standard)
P008,packaging,2,Taiwan,advanced,115,122,OSAT 008 (advanced)
P009,packaging,2,Europe,standard,83,40,OSAT 009 (standard)
P010,packaging,2,USA,advanced,146,141,OSAT 010 (advanced)
P011,packaging,2,Taiwan,standard,289,57,OSAT 011 (standard)
P012,packaging,2,Japan,standard,168,41,OSAT 012 (standard)
P013,packaging,2,Taiwan,standard,64,39,OSAT 013 (standard)
P014,packaging,2,Taiwan,advanced,278,107,OSAT 014 (advanced)
P015,packaging,2,USA,standard,102,45,OSAT 015 (standard)
P016,packaging,2,Taiwan,advanced,245,99,OSAT 016 (advanced)
P017,packaging,2,Taiwan,advanced,133,117,OSAT 017 (advanced)
P018,packaging,2,Taiwan,advanced,163,117,OSAT 018 (advanced)
P019,packaging,2,China,standard,264,44,OSAT 019 (standard)
P020,packaging,2,USA,advanced,257,106,OSAT 020 (advanced)
P021,packaging,2,USA,standard,182,36,OSAT 021 (standard)
P022,packaging,2,Europe,standard,120,51,OSAT 022 (standard)
P023,packaging,2,Taiwan,advanced,47,105,OSAT 023 (advanced)
P024,packaging,2,Taiwan,advanced,230,86,OSAT 024 (advanced)
P025,packaging,2,Europe,advanced,220,126,OSAT 025 (advanced)
P026,packaging,2,Japan,standard,261,50,OSAT 026 (standard)
P027,packaging,2,Taiwan,standard,94,21,OSAT 027 (standard)
P028,packaging,2,Taiwan,advanced,192,82,OSAT 028 (advanced)
P029,packaging,2,Japan,standard,165,69,OSAT 029 (standard)
P030,packaging,2,Taiwan,advanced,288,115,OSAT 030 (advanced)
P031,packaging,2,China,standard,144,45,OSAT 031 (standard)
P032,packaging,2,China,standard,113,21,OSAT 032 (standard)
P033,packaging,2,South Korea,standard,233,41,OSAT 033 (standard)
P034,packaging,2,South Korea,standard,134,38,OSAT 034 (standard)
P035,packaging,2,USA,standard,212,44,OSAT 035 (standard)
P036,packaging,2,Taiwan,advanced,86,118,OSAT 036 (advanced)
P037,packaging,2,Taiwan,advanced,222,120,OSAT 037 (advanced)
P038,packaging,2,Taiwan,advanced,74,129,OSAT 038 (advanced)
P039,packaging,2,USA,standard,288,29,OSAT 039 (standard)
P040,packaging,2,South Korea,standard,180,56,OSAT 040 (standard)
P041,packaging,2,Japan,standard,205,56,OSAT 041 (standard)
P042,packaging,2,USA,standard,68,34,OSAT 042 (standard)
P043,packaging,2,Taiwan,advanced,118,111,OSAT 043 (advanced)
P044,packaging,2,China,standard,51,43,OSAT 044 (standard)
P045,packaging,2,Taiwan,advanced,159,105,OSAT 045 (advanced)
P046,packaging,2,Taiwan,advanced,156,98,OSAT 046 (advanced)
P047,packaging,2,Europe,standard,95,45,OSAT 047 (standard)
P048,packaging,2,Japan,standard,274,21,OSAT 048 (standard)
P049,packaging,2,Europe,standard,81,33,OSAT 049 (standard)
P050,packaging,2,Taiwan,advanced,108,123,OSAT 050 (advanced)
P051,packaging,2,Taiwan,standard,225,30,OSAT 051 (standard)
P052,packaging,2,Taiwan,advanced,163,89,OSAT 052 (advanced)
P053,packaging,2,Taiwan,standard,256,42,OSAT 053 (standard)
P054,packaging,2,USA,standard,257,37,OSAT 054 (standard)
P055,packaging,2,Taiwan,advanced,139,108,OSAT 055 (advanced)
P056,packaging,2,Taiwan,advanced,210,112,OSAT 056 (advanced)
P057,packaging,2,Taiwan,advanced,225,118,OSAT 057 (advanced)
P058,packaging,2,China,standard,128,47,OSAT 058 (standard)
P059,packaging,2,South Korea,standard,281,46,OSAT 059 (standard)
P060,packaging,2,USA,standard,258,43,OSAT 060 (standard)
D001,designer,1,China,auto,263,32,Designer 001 (auto)
D002,designer,1,USA,mobile,119,30,Designer 002 (mobile)
D003,designer,1,Europe,mobile,278,19,Designer 003 (mobile)
D004,designer,1,USA,auto,344,28,Designer 004 (auto)
D005,designer,1,China,gpu,446,17,Designer 005 (gpu)
D006,designer,1,South Korea,network,77,35,Designer 006 (network)
D007,designer,1,USA,network,238,12,Designer 007 (network)
D008,designer,1,USA,iot,414,28,Designer 008 (iot)
D009,designer,1,Taiwan,iot,78,40,Designer 009 (iot)
D010,designer,1,South Korea,auto,377,40,Designer 010 (auto)
D011,designer,1,Europe,mobile,511,21,Designer 011 (mobile)
D012,designer,1,China,cpu,189,19,Designer 012 (cpu)
D013,designer,1,Taiwan,cpu,338,33,Designer 013 (cpu)
D014,designer,1,South Korea,network,267,42,Designer 014 (network)
D015,designer,1,Taiwan,gpu,469,28,Designer 015 (gpu)
D016,designer,1,Taiwan,cpu,361,17,Designer 016 (cpu)
D017,designer,1,China,cpu,132,32,Designer 017 (cpu)
D018,designer,1,China,mobile,280,27,Designer 018 (mobile)
D019,designer,1,South Korea,mobile,69,32,Designer 019 (mobile)
D020,designer,1,South Korea,cpu,487,24,Designer 020 (cpu)
D021,designer,1,Taiwan,mobile,566,33,Designer 021 (mobile)
D022,designer,1,South Korea,mobile,101,25,Designer 022 (mobile)
D023,designer,1,Japan,cpu,138,32,Designer 023 (cpu)
D024,designer,1,Japan,gpu,425,18,Designer 024 (gpu)
D025,designer,1,Europe,auto,195,44,Designer 025 (auto)
D026,designer,1,Japan,mobile,148,18,Designer 026 (mobile)
D027,designer,1,USA,gpu,238,11,Designer 027 (gpu)
D028,designer,1,China,cpu,308,30,Designer 028 (cpu)
D029,designer,1,Europe,network,405,28,Designer 029 (network)
D030,designer,1,Japan,auto,258,42,Designer 030 (auto)
D031,designer,1,Europe,network,409,33,Designer 031 (network)
D032,designer,1,China,cpu,452,45,Designer 032 (cpu)
D033,designer,1,China,cpu,294,26,Designer 033 (cpu)
D034,designer,1,Taiwan,cpu,107,22,Designer 034 (cpu)
D035,designer,1,Japan,network,523,26,Designer 035 (network)
D036,designer,1,USA,network,488,44,Designer 036 (network)
D037,designer,1,USA,network,287,26,Designer 037 (network)
D038,designer,1,Japan,iot,458,49,Designer 038 (iot)
D039,designer,1,South Korea,auto,593,47,Designer 039 (auto)
D040,designer,1,Europe,auto,257,29,Designer 040 (auto)
D041,designer,1,Europe,network,395,33,Designer 041 (network)
D042,designer,1,Japan,gpu,267,61,Designer 042 (gpu)
D043,designer,1,China,cpu,364,22,Designer 043 (cpu)
D044,designer,1,South Korea,network,369,39,Designer 044 (network)
D045,designer,1,Taiwan,cpu,366,25,Designer 045 (cpu)
D046,designer,1,China,gpu,564,39,Designer 046 (gpu)
D047,designer,1,China,auto,235,32,Designer 047 (auto)
D048,designer,1,USA,gpu,257,30,Designer 048 (gpu)
D049,designer,1,Europe,network,232,34,Designer 049 (network)
D050,designer,1,USA,network,139,10,Designer 050 (network)
D051,designer,1,Europe,gpu,63,20,Designer 051 (gpu)
D052,designer,1,South Korea,auto,575,15,Designer 052 (auto)
D053,designer,1,China,network,310,30,Designer 053 (network)
D054,designer,1,Taiwan,iot,464,23,Designer 054 (iot)
D055,designer,1,USA,gpu,312,16,Designer 055 (gpu)
D056,designer,1,China,auto,161,25,Designer 056 (auto)
D057,designer,1,Taiwan,auto,81,29,Designer 057 (auto)
D058,designer,1,China,auto,307,32,Designer 058 (auto)
D059,designer,1,Taiwan,mobile,54,37,Designer 059 (mobile)
D060,designer,1,South Korea,gpu,314,30,Designer 060 (gpu)
D061,designer,1,Taiwan,network,420,10,Designer 061 (network)
D062,designer,1,Taiwan,gpu,322,29,Designer 062 (gpu)
D063,designer,1,China,gpu,124,28,Designer 063 (gpu)
D064,designer,1,China,gpu,212,29,Designer 064 (gpu)
D065,designer,1,Japan,gpu,474,39,Designer 065 (gpu)
D066,designer,1,China,mobile,545,18,Designer 066 (mobile)
D067,designer,1,Japan,cpu,245,19,Designer 067 (cpu)
D068,designer,1,China,network,574,32,Designer 068 (network)
D069,designer,1,Taiwan,mobile,567,25,Designer 069 (mobile)
D070,designer,1,Taiwan,gpu,217,7,Designer 070 (gpu)
D071,designer,1,Japan,mobile,499,21,Designer 071 (mobile)
D072,designer,1,China,auto,515,24,Designer 072 (auto)
D073,designer,1,Taiwan,gpu,336,30,Designer 073 (gpu)
D074,designer,1,USA,iot,140,26,Designer 074 (iot)
D075,designer,1,Japan,auto,108,23,Designer 075 (auto)
D076,designer,1,Taiwan,iot,518,21,Designer 076 (iot)
D077,designer,1,South Korea,auto,456,14,Designer 077 (auto)
D078,designer,1,Taiwan,cpu,212,33,Designer 078 (cpu)
D079,designer,1,Japan,network,111,28,Designer 079 (network)
D080,designer,1,Taiwan,cpu,468,45,Designer 080 (cpu)
D081,designer,1,China,network,381,50,Designer 081 (network)
D082,designer,1,South Korea,network,567,27,Designer 082 (network)
D083,designer,1,China,auto,449,30,Designer 083 (auto)
D084,designer,1,South Korea,iot,105,19,Designer 084 (iot)
D085,designer,1,USA,gpu,389,33,Designer 085 (gpu)
D086,designer,1,South Korea,iot,148,35,Designer 086 (iot)
D087,designer,1,South Korea,iot,151,39,Designer 087 (iot)
D088,designer,1,China,network,184,41,Designer 088 (network)
D089,designer,1,Taiwan,gpu,365,20,Designer 089 (gpu)
D090,designer,1,Taiwan,iot,531,35,Designer 090 (iot)
D091,designer,1,South Korea,cpu,445,11,Designer 091 (cpu)
D092,designer,1,Japan,gpu,186,26,Designer 092 (gpu)
D093,designer,1,China,gpu,70,31,Designer 093 (gpu)
D094,designer,1,Europe,auto,567,24,Designer 094 (auto)
D095,designer,1,South Korea,gpu,230,48,Designer 095 (gpu)
D096,designer,1,South Korea,mobile,334,28,Designer 096 (mobile)
E001,product,0,USA,router,545,18,Product 001 (router)
E002,product,0,USA,router,362,11,Product 002 (router)
E003,product,0,Taiwan,iot_device,319,7,Product 003 (iot_device)
E004,product,0,Taiwan,gpu_card,841,12,Product 004 (gpu_card)
E005,product,0,Europe,router,1897,30,Product 005 (router)
E006,product,0,USA,vehicle,392,42,Product 006 (vehicle)
E007,product,0,Europe,vehicle,1767,31,Product 007 (vehicle)
E008,product,0,Taiwan,iot_device,1872,21,Product 008 (iot_device)
E009,product,0,USA,iot_device,1883,23,Product 009 (iot_device)
E010,product,0,Taiwan,router,362,20,Product 010 (router)
E011,product,0,Taiwan,vehicle,1004,16,Product 011 (vehicle)
E012,product,0,Europe,vehicle,1781,8,Product 012 (vehicle)
E013,product,0,Taiwan,iot_device,1450,25,Product 013 (iot_device)
E014,product,0,Japan,gpu_card,1681,17,Product 014 (gpu_card)
E015,product,0,South Korea,gpu_card,1062,20,Product 015 (gpu_card)
E016,product,0,Japan,vehicle,1149,26,Product 016 (vehicle)
E017,product,0,USA,phone,1613,14,Product 017 (phone)
E018,product,0,South Korea,gpu_card,1340,29,Product 018 (gpu_card)
E019,product,0,USA,iot_device,301,23,Product 019 (iot_device)
E020,product,0,Taiwan,router,280,27,Product 020 (router)
E021,product,0,Europe,vehicle,708,29,Product 021 (vehicle)
E022,product,0,China,server,704,24,Product 022 (server)
E023,product,0,China,server,498,24,Product 023 (server)
E024,product,0,USA,iot_device,197,11,Product 024 (iot_device)
E025,product,0,Taiwan,vehicle,715,9,Product 025 (vehicle)
E026,product,0,Europe,phone,1596,13,Product 026 (phone)
E027,product,0,South Korea,vehicle,1879,26,Product 027 (vehicle)
E028,product,0,Taiwan,server,891,31,Product 028 (server)
E029,product,0,South Korea,iot_device,1457,10,Product 029 (iot_device)
E030,product,0,China,router,1622,18,Product 030 (router)
E031,product,0,Japan,router,608,20,Product 031 (router)
E032,product,0,China,vehicle,373,29,Product 032 (vehicle)
E033,product,0,China,server,719,22,Product 033 (server)
E034,product,0,Taiwan,server,391,12,Product 034 (server)
E035,product,0,Europe,gpu_card,1069,20,Product 035 (gpu_card)
E036,product,0,USA,router,200,14,Product 036 (router)
E037,product,0,Japan,router,1716,18,Product 037 (router)
E038,product,0,South Korea,router,1571,17,Product 038 (router)
E039,product,0,Europe,gpu_card,1518,19,Product 039 (gpu_card)
E040,product,0,South Korea,gpu_card,1663,18,Product 040 (gpu_card)
E041,product,0,Taiwan,router,223,12,Product 041 (router)
E042,product,0,USA,vehicle,1735,17,Product 042 (vehicle)
E043,product,0,Taiwan,iot_device,964,31,Product 043 (iot_device)
E044,product,0,Taiwan,server,1656,18,Product 044 (server)
E045,product,0,Japan,server,1136,20,Product 045 (server)
E046,product,0,South Korea,vehicle,1501,20,Product 046 (vehicle)
E047,product,0,Europe,iot_device,482,20,Product 047 (iot_device)
E048,product,0,South Korea,server,1057,33,Product 048 (server)
E049,product,0,Japan,iot_device,687,5,Product 049 (iot_device)
E050,product,0,USA,gpu_card,799,15,Product 050 (gpu_card)
E051,product,0,Japan,server,1332,25,Product 051 (server)
E052,product,0,USA,router,1527,23,Product 052 (router)
E053,product,0,USA,router,740,28,Product 053 (router)
E054,product,0,Europe,router,434,28,Product 054 (router)
E055,product,0,Europe,gpu_card,216,27,Product 055 (gpu_card)
E056,product,0,Taiwan,router,857,22,Product 056 (router)
E057,product,0,Japan,router,1976,25,Product 057 (router)
E058,product,0,South Korea,router,1341,20,Product 058 (router)
E059,product,0,Taiwan,phone,448,31,Product 059 (phone)
E060,product,0,USA,iot_device,1762,5,Product 060 (iot_device)
E061,product,0,China,router,963,10,Product 061 (router)
E062,product,0,Europe,iot_device,465,17,Product 062 (iot_device)
E063,product,0,Europe,gpu_card,1898,7,Product 063 (gpu_card)
E064,product,0,USA,iot_device,649,12,Product 064 (iot_device)
E065,product,0,Japan,phone,1517,39,Product 065 (phone)
E066,product,0,South Korea,server,1146,34,Product 066 (server)
E067,product,0,Europe,vehicle,981,17,Product 067 (vehicle)
E068,product,0,South Korea,server,150,10,Product 068 (server)
E069,product,0,Japan,iot_device,806,19,Product 069 (iot_device)
E070,product,0,South Korea,gpu_card,1023,12,Product 070 (gpu_card)
E071,product,0,USA,vehicle,591,7,Product 071 (vehicle)
E072,product,0,Japan,vehicle,1540,13,Product 072 (vehicle)
E073,product,0,USA,vehicle,399,22,Product 073 (vehicle)
E074,product,0,Europe,gpu_card,832,23,Product 074 (gpu_card)
E075,product,0,Taiwan,gpu_card,408,26,Product 075 (gpu_card)
E076,product,0,Japan,gpu_card,698,13,Product 076 (gpu_card)
E077,product,0,South Korea,server,1704,19,Product 077 (server)
E078,product,0,South Korea,vehicle,225,8,Product 078 (vehicle)
E079,product,0,USA,server,1236,22,Product 079 (server)
E080,product,0,Taiwan,server,1799,24,Product 080 (server)
E081,product,0,Taiwan,gpu_card,1695,32,Product 081 (gpu_card)
E082,product,0,Japan,gpu_card,1791,28,Product 082 (gpu_card)
E083,product,0,Japan,vehicle,1696,26,Product 083 (vehicle)
E084,product,0,Japan,iot_device,1877,35,Product 084 (iot_device)
E085,product,0,Taiwan,gpu_card,1000,10,Product 085 (gpu_card)
E086,product,0,South Korea,router,1212,12,Product 086 (router)
E087,product,0,Taiwan,vehicle,151,11,Product 087 (vehicle)
E088,product,0,Taiwan,gpu_card,506,9,Product 088 (gpu_card)
E089,product,0,China,server,298,23,Product 089 (server)
E090,product,0,Taiwan,phone,903,19,Product 090 (phone)
E091,product,0,Japan,phone,1337,14,Product 091 (phone)
E092,product,0,Taiwan,server,1734,14,Product 092 (server)
E093,product,0,South Korea,server,564,38,Product 093 (server)
E094,product,0,Taiwan,iot_device,205,22,Product 094 (iot_device)
E095,product,0,South Korea,phone,1865,16,Product 095 (phone)
E096,product,0,China,router,1259,18,Product 096 (router)
