sender_id,receiver_id,period,message_count
E006,E126,during,1
E006,E142,during,1
E006,E144,before,1
E006,E146,during,1
E006,E148,during,1
E006,E163,during,1
E006,E170,during,2
E006,E174,before,1
E006,E180,during,1
E006,E192,after,1
E006,E204,before,2
E006,E238,after,1
E006,E239,before,1
E006,E250,during,1
E007,E022,before,1
E007,E032,before,3
E007,E032,during,1
E007,E046,before,1
E007,E046,during,1
E007,E056,before,1
E007,E068,after,1
E007,E068,during,1
E007,E092,during,1
E007,E099,before,2
E007,E105,before,1
E007,E105,during,2
E007,E122,after,1
E007,E122,during,1
E007,E134,after,1
E007,E138,after,2
E007,E138,during,1
E007,E172,before,3
E007,E172,during,1
E007,E182,during,1
E007,E204,during,1
E007,E205,before,1
E007,E206,after,1
E007,E206,during,1
E007,E241,before,1
E008,E004,before,1
E008,E067,during,1
E008,E068,during,1
E008,E091,during,1
E008,E115,before,1
E008,E147,before,1
E008,E147,during,1
E008,E173,before,1
E008,E219,during,1
E009,E037,during,1
E009,E061,during,1
E009,E068,before,1
E009,E068,during,1
E009,E119,before,1
E009,E119,during,2
E009,E126,after,2
E009,E126,before,1
E009,E127,before,1
E009,E136,before,1
E009,E137,after,1
E009,E160,after,2
E009,E160,during,1
E009,E165,before,1
E009,E165,during,1
E009,E175,during,2
E009,E191,during,1
E009,E193,after,1
E009,E193,during,2
E009,E201,before,2
E009,E205,after,1
E009,E210,after,1
E009,E210,during,1
E009,E217,after,1
E009,E245,before,1
E009,E248,after,1
E009,E248,during,1
E009,E249,during,1
E010,E013,during,1
E010,E016,after,1
E010,E016,before,1
E010,E020,during,1
E010,E028,during,1
E010,E035,after,1
E010,E035,during,2
E010,E057,before,1
E010,E057,during,1
E010,E060,during,1
E010,E061,before,2
E010,E066,before,1
E010,E066,during,1
E010,E068,during,2
E010,E074,after,1
E010,E074,during,1
E010,E079,after,1
E010,E099,during,1
E010,E121,after,1
E010,E121,before,1
E010,E126,after,1
E010,E128,after,1
E010,E162,during,2
E010,E169,after,1
E010,E169,before,1
E010,E189,during,1
E010,E197,during,1
E010,E204,after,1
E010,E204,before,1
E010,E204,during,3
E010,E205,during,1
E010,E215,before,1
E010,E216,before,1
E010,E230,after,1
E010,E239,during,1
E011,E015,during,1
E011,E043,during,2
E011,E053,before,1
E011,E068,during,1
E011,E085,before,1
E011,E085,during,1
E011,E097,during,3
E011,E099,during,1
E011,E109,before,1
E011,E120,during,1
E011,E122,before,3
E011,E122,during,1
E011,E126,before,1
E011,E140,during,1
E011,E145,during,1
E011,E152,before,1
E011,E152,during,1
E011,E161,during,3
E011,E164,before,2
E011,E164,during,2
E011,E188,during,1
E011,E199,before,1
E011,E204,during,1
E011,E207,during,2
E011,E223,during,1
E011,E236,before,1
E012,E007,after,1
E012,E007,during,1
E012,E022,after,2
E012,E032,before,2
E012,E032,during,3
E012,E041,after,1
E012,E041,before,1
E012,E046,before,1
E012,E046,during,1
E012,E056,before,1
E012,E056,during,1
E012,E092,before,1
E012,E092,during,1
E012,E117,after,1
E012,E117,before,1
E012,E117,during,2
E012,E134,before,2
E012,E134,during,2
E012,E138,after,1
E012,E172,during,1
E012,E182,before,2
E012,E182,during,1
E012,E204,after,1
E012,E205,before,1
E012,E206,after,1
E012,E206,during,1
E012,E228,after,1
E012,E228,before,1
E012,E239,after,1
E012,E239,during,1
E012,E241,before,1
E012,E241,during,1
E013,E016,during,1
E013,E028,after,1
E013,E032,before,1
E013,E032,during,1
E013,E057,during,1
E013,E060,before,1
E013,E060,during,2
E013,E066,during,2
E013,E074,after,2
E013,E099,before,1
E013,E121,before,2
E013,E121,during,1
E013,E141,before,1
E013,E141,during,2
E013,E143,during,3
E013,E156,during,1
E013,E162,after,1
E013,E162,during,1
E013,E183,after,1
E013,E189,during,2
E013,E197,during,2
E013,E204,after,1
E013,E204,before,5
E013,E204,during,3
E013,E205,before,1
E013,E212,during,1
E013,E215,during,1
E013,E216,during,1
E014,E004,before,3
E014,E004,during,1
E014,E017,during,1
E014,E026,during,1
E014,E027,before,1
E014,E029,before,1
E014,E031,before,1
E014,E031,during,1
E014,E032,during,1
E014,E033,after,1
E014,E033,before,1
E014,E033,during,1
E014,E055,before,1
E014,E055,during,1
E014,E062,after,2
E014,E099,before,1
E014,E099,during,1
E014,E110,during,1
E014,E126,before,1
E014,E126,during,1
E014,E142,during,2
E014,E148,before,1
E014,E149,after,1
E014,E149,before,1
E014,E170,during,2
E014,E180,before,1
E014,E192,after,1
E014,E192,during,2
E014,E195,before,1
E014,E209,before,1
E014,E227,during,1
E014,E229,after,1
E014,E244,after,2
E014,E250,during,1
E015,E011,before,2
E015,E011,during,2
E015,E042,after,1
E015,E043,after,1
E015,E043,during,1
E015,E053,during,1
E015,E068,before,1
E015,E068,during,2
E015,E082,during,3
E015,E085,after,2
E015,E097,after,2
E015,E097,before,1
E015,E097,during,1
E015,E103,after,1
E015,E103,during,1
E015,E106,before,1
E015,E106,during,1
E015,E109,during,1
E015,E120,after,1
E015,E120,before,1
E015,E120,during,3
E015,E122,after,3
E015,E122,before,1
E015,E122,during,6
E015,E133,after,1
E015,E133,during,1
E015,E140,before,1
E015,E140,during,3
E015,E145,after,3
E015,E145,during,3
E015,E152,before,2
E015,E155,before,1
E015,E161,after,1
E015,E164,during,1
E015,E171,after,2
E015,E171,before,1
E015,E171,during,3
E015,E185,during,3
E015,E188,after,2
E015,E199,after,1
E015,E205,before,2
E015,E205,during,1
E015,E207,after,2
E015,E207,during,2
E015,E223,during,1
E015,E236,before,1
E015,E236,during,1
E016,E010,after,1
E016,E010,during,2
E016,E013,before,1
E016,E020,during,1
E016,E028,during,1
E016,E035,after,1
E016,E057,after,1
E016,E060,before,1
E016,E061,before,1
E016,E074,during,1
E016,E079,after,1
E016,E121,during,1
E016,E122,after,1
E016,E128,after,1
E016,E128,during,1
E016,E141,during,1
E016,E156,after,2
E016,E156,before,1
E016,E162,after,1
E016,E162,during,1
E016,E169,after,1
E016,E169,during,1
E016,E189,before,1
E016,E197,after,1
E016,E204,before,3
E016,E212,during,1
E016,E216,during,2
E017,E004,before,1
E017,E004,during,1
E017,E006,after,1
E017,E047,during,1
E017,E052,during,1
E017,E055,before,1
E017,E062,after,1
E017,E089,after,1
E017,E089,during,1
E017,E122,before,1
E017,E144,during,1
E017,E159,after,1
E017,E180,before,1
E017,E195,during,1
E017,E232,before,1
E017,E238,after,1
E017,E238,during,1
E017,E244,after,1
E017,E250,after,1
E018,E005,during,1
E018,E034,before,1
E018,E034,during,2
E018,E048,before,1
E018,E048,during,2
E018,E059,before,2
E018,E059,during,2
E018,E068,during,1
E018,E112,during,3
E018,E122,before,1
E018,E126,during,1
E018,E130,before,2
E018,E130,during,1
E018,E151,before,1
E018,E151,during,2
E018,E153,during,1
E018,E204,before,1
E018,E239,before,1
E018,E239,during,2
E018,E242,before,1
E019,E116,after,1
E019,E119,during,1
E019,E186,before,1
E020,E010,after,2
E020,E010,before,2
E020,E013,before,1
E020,E028,after,1
E020,E028,before,1
E020,E035,before,1
E020,E035,during,1
E020,E057,before,1
E020,E057,during,1
E020,E060,before,1
E020,E066,during,2
E020,E079,during,3
E020,E099,before,1
E020,E122,during,1
E020,E128,before,1
E020,E141,before,1
E020,E143,before,1
E020,E156,during,1
E020,E162,before,1
E020,E162,during,1
E020,E169,after,1
E020,E169,during,2
E020,E183,during,1
E020,E197,before,1
E020,E204,before,1
E020,E204,during,2
E020,E205,during,1
E020,E215,during,1
E020,E216,after,1
E020,E230,during,1
E021,E004,after,1
E021,E004,during,1
E021,E062,during,1
E021,E154,before,1
E021,E195,after,1
E021,E250,during,1
E022,E007,after,1
E022,E012,before,1
E022,E032,before,4
E022,E032,during,2
E022,E056,during,1
E022,E099,during,2
E022,E105,during,2
E022,E122,during,1
E022,E172,after,1
E022,E172,during,1
E022,E206,after,1
E022,E224,during,2
E023,E004,after,1
E023,E004,before,1
E023,E032,before,1
E023,E051,before,1
E023,E061,during,1
E023,E063,after,1
E023,E068,after,1
E023,E068,before,3
E023,E068,during,1
E023,E071,during,1
E023,E077,after,1
E023,E077,during,1
E023,E107,after,1
E023,E111,after,1
E023,E115,during,1
E023,E132,after,1
E023,E132,before,2
E023,E150,after,1
E023,E184,during,1
E023,E205,before,1
E023,E205,during,1
E023,E213,during,1
E023,E214,after,1
E023,E222,during,1
E023,E226,during,1
E023,E237,during,1
E023,E243,during,1
E024,E001,during,1
E024,E004,during,5
E024,E006,during,1
E024,E021,during,1
E024,E026,before,2
E024,E027,during,1
E024,E030,before,1
E024,E033,before,1
E024,E055,before,1
E024,E081,before,1
E024,E081,during,1
E024,E083,during,1
E024,E087,before,1
E024,E098,during,1
E024,E118,during,1
E024,E146,during,2
E024,E159,during,1
E024,E170,during,2
E024,E180,during,1
E024,E195,before,1
E024,E208,during,1
E024,E209,during,1
E024,E227,during,1
E024,E238,during,1
E024,E247,during,1
E025,E032,before,1
E025,E037,during,2
E025,E061,before,1
E025,E065,during,1
E025,E068,before,2
E025,E099,during,1
E025,E122,before,1
E025,E126,before,2
E025,E126,during,5
E025,E160,before,1
E025,E191,during,2
E025,E193,before,1
E025,E201,during,1
E025,E205,before,1
E025,E210,during,1
E025,E221,during,2
E026,E004,before,2
E026,E004,during,3
E026,E014,during,2
E026,E021,during,1
E026,E027,during,1
E026,E031,during,1
E026,E032,before,1
E026,E061,before,1
E026,E062,before,1
E026,E090,before,1
E026,E099,before,1
E026,E099,during,1
E026,E100,during,3
E026,E146,during,2
E026,E148,before,1
E026,E170,before,1
E026,E170,during,1
E026,E174,before,1
E026,E208,during,1
E026,E227,before,2
E026,E239,before,1
E026,E240,during,1
E026,E244,during,1
E027,E001,after,1
E027,E004,before,1
E027,E004,during,2
E027,E006,after,1
E027,E006,during,1
E027,E017,before,1
E027,E024,during,1
E027,E030,after,1
E027,E031,after,1
E027,E052,during,1
E027,E062,during,1
E027,E072,during,1
E027,E076,before,1
E027,E081,during,2
E027,E083,during,1
E027,E084,before,1
E027,E086,before,1
E027,E086,during,1
E027,E087,during,1
E027,E089,during,2
E027,E098,before,1
E027,E099,before,1
E027,E099,during,5
E027,E110,before,1
E027,E118,before,1
E027,E118,during,1
E027,E122,during,1
E027,E144,after,1
E027,E146,after,1
E027,E146,during,1
E027,E148,after,1
E027,E148,during,1
E027,E154,during,1
E027,E159,after,1
E027,E163,during,1
E027,E168,during,2
E027,E170,during,1
E027,E180,after,2
E027,E180,before,1
E027,E192,before,1
E027,E192,during,1
E027,E195,after,1
E027,E204,after,1
E027,E204,before,1
E027,E208,after,1
E027,E239,after,1
E027,E240,after,1
E027,E244,after,1
E027,E247,during,1
E027,E250,after,1
E028,E010,during,1
E028,E013,before,1
E028,E020,during,2
E028,E032,before,1
E028,E061,before,1
E028,E121,after,1
E028,E121,during,1
E028,E122,during,1
E028,E126,before,1
E028,E128,after,1
E028,E141,during,1
E028,E156,during,1
E028,E162,before,1
E028,E169,after,1
E028,E169,during,1
E028,E183,after,1
E028,E197,after,1
E028,E204,during,2
E028,E215,during,1
E028,E230,after,1
E028,E230,before,1
E029,E001,during,1
E029,E004,before,2
E029,E004,during,3
E029,E014,during,1
E029,E017,during,1
E029,E021,during,1
E029,E030,during,1
E029,E032,before,1
E029,E061,before,1
E029,E061,during,2
E029,E062,during,1
E029,E081,before,1
E029,E084,during,1
E029,E087,during,2
E029,E099,before,1
E029,E099,during,5
E029,E122,before,1
E029,E126,before,3
E029,E126,during,1
E029,E142,before,2
E029,E146,before,2
E029,E146,during,1
E029,E149,before,1
E029,E149,during,2
E029,E154,during,1
E029,E159,before,1
E029,E163,during,1
E029,E174,before,1
E029,E192,before,1
E029,E195,during,2
E029,E204,before,1
E029,E208,during,3
E029,E229,before,1
E029,E240,before,2
E029,E247,during,2
E029,E250,during,1
E030,E004,before,1
E030,E006,before,1
E030,E026,before,1
E030,E029,before,1
E030,E031,after,1
E030,E032,before,1
E030,E072,after,1
E030,E083,after,1
E030,E086,before,1
E030,E087,after,1
E030,E089,during,1
E030,E090,during,1
E030,E099,during,1
E030,E100,before,1
E030,E142,after,1
E030,E144,after,1
E030,E146,after,1
E030,E148,during,1
E030,E163,after,1
E030,E168,after,1
E030,E174,after,1
E030,E190,during,1
E030,E192,after,1
E030,E192,before,1
E030,E195,after,1
E030,E208,after,1
E030,E232,before,1
E030,E244,before,1
E030,E250,before,1
E030,E250,during,1
E031,E004,during,1
E031,E006,after,1
E031,E014,before,1
E031,E021,before,1
E031,E024,during,1
E031,E033,before,1
E031,E055,after,1
E031,E061,before,1
E031,E062,after,2
E031,E081,during,1
E031,E083,after,1
E031,E087,during,1
E031,E089,after,1
E031,E089,during,1
E031,E090,during,1
E031,E098,before,1
E031,E099,during,1
E031,E142,before,1
E031,E146,before,1
E031,E149,after,1
E031,E159,after,1
E031,E168,after,2
E031,E174,during,1
E031,E208,during,1
E031,E239,during,1
E031,E247,after,1
E032,E003,during,1
E032,E007,before,3
E032,E007,during,1
E032,E012,during,3
E032,E014,during,1
E032,E017,during,1
E032,E022,during,2
E032,E023,before,1
E032,E028,during,1
E032,E040,before,1
E032,E041,before,1
E032,E041,during,6
E032,E042,before,1
E032,E046,before,1
E032,E046,during,2
E032,E052,before,1
E032,E056,before,3
E032,E056,during,4
E032,E062,before,1
E032,E069,before,1
E032,E069,during,1
E032,E071,before,1
E032,E080,before,1
E032,E082,during,1
E032,E083,during,1
E032,E091,before,1
E032,E092,before,1
E032,E092,during,1
E032,E099,during,4
E032,E101,before,1
E032,E105,before,1
E032,E108,during,1
E032,E110,before,1
E032,E110,during,1
E032,E115,during,1
E032,E117,before,1
E032,E117,during,1
E032,E120,before,1
E032,E121,during,1
E032,E122,before,1
E032,E122,during,2
E032,E127,during,2
E032,E131,during,2
E032,E133,before,1
E032,E133,during,1
E032,E134,before,3
E032,E134,during,4
E032,E138,before,4
E032,E138,during,1
E032,E142,during,1
E032,E143,during,1
E032,E145,during,1
E032,E148,before,1
E032,E149,before,2
E032,E159,before,1
E032,E166,during,1
E032,E172,before,3
E032,E172,during,3
E032,E174,before,1
E032,E182,before,2
E032,E182,during,6
E032,E188,during,1
E032,E191,during,1
E032,E193,before,1
E032,E197,before,1
E032,E198,before,1
E032,E204,before,1
E032,E205,during,1
E032,E206,before,1
E032,E206,during,4
E032,E216,before,1
E032,E217,during,1
E032,E221,before,1
E032,E222,before,1
E032,E224,before,4
E032,E224,during,2
E032,E228,before,3
E032,E228,during,3
E032,E230,during,1
E032,E233,during,1
E032,E240,before,1
E032,E240,during,1
E032,E241,before,3
E032,E241,during,4
E032,E245,before,1
E033,E004,before,1
E033,E004,during,1
E033,E021,after,1
E033,E024,during,1
E033,E026,during,1
E033,E031,before,1
E033,E055,before,1
E033,E076,before,1
E033,E081,before,1
E033,E099,during,3
E033,E142,during,1
E033,E144,during,1
E033,E146,before,1
E033,E146,during,1
E033,E159,before,1
E033,E159,during,1
E033,E163,during,1
E033,E190,during,1
E033,E204,during,1
E033,E208,during,1
E033,E227,during,1
E033,E229,during,2
E033,E240,before,1
E033,E244,before,1
E033,E244,during,1
E034,E018,during,1
E034,E036,during,1
E034,E045,after,1
E034,E045,during,1
E034,E048,after,1
E034,E048,during,1
E034,E059,during,1
E034,E108,before,1
E034,E112,during,1
E034,E122,during,1
E034,E151,during,1
E034,E204,after,1
E034,E205,during,1
E034,E239,after,2
E034,E239,before,1
E034,E239,during,2
E034,E242,after,1
E034,E242,before,1
E035,E010,after,1
E035,E020,after,1
E035,E028,after,1
E035,E028,during,1
E035,E057,after,1
E035,E061,during,1
E035,E066,during,1
E035,E074,after,1
E035,E074,before,1
E035,E079,after,1
E035,E079,before,1
E035,E099,before,1
E035,E126,during,1
E035,E131,during,1
E035,E162,during,1
E035,E183,before,1
E035,E189,before,2
E035,E197,after,1
E035,E204,before,3
E035,E204,during,1
E035,E205,during,1
E035,E216,after,1
E035,E216,before,1
E035,E216,during,2
E036,E005,before,1
E036,E005,during,1
E036,E018,before,1
E036,E018,during,1
E036,E038,during,2
E036,E045,before,1
E036,E059,during,2
E036,E061,before,1
E036,E061,during,1
E036,E068,before,1
E036,E099,before,1
E036,E099,during,1
E036,E108,before,2
E036,E108,during,1
E036,E112,before,1
E036,E112,during,2
E036,E130,during,1
E036,E151,during,1
E036,E153,before,2
E036,E239,before,4
E036,E239,during,4
E036,E242,during,1
E037,E009,before,1
E037,E019,after,1
E037,E025,during,1
E037,E065,during,1
E037,E119,before,1
E037,E122,before,1
E037,E126,after,1
E037,E126,during,1
E037,E136,after,1
E037,E160,before,1
E037,E175,during,1
E037,E193,after,1
E037,E201,after,1
E037,E204,before,1
E037,E248,during,1
E038,E005,during,2
E038,E018,before,1
E038,E018,during,1
E038,E036,before,1
E038,E045,before,1
E038,E045,during,1
E038,E048,during,2
E038,E059,during,1
E038,E061,during,1
E038,E068,before,1
E038,E108,during,1
E038,E112,during,2
E038,E126,before,1
E038,E126,during,1
E038,E130,before,3
E038,E130,during,2
E038,E151,during,1
E038,E153,before,1
E038,E153,during,2
E038,E239,before,2
E038,E239,during,5
E038,E242,before,1
E039,E002,during,1
E039,E004,after,1
E039,E004,before,1
E039,E051,during,1
E039,E068,during,1
E039,E073,during,1
E039,E075,before,1
E039,E080,during,1
E039,E096,after,1
E039,E096,before,1
E039,E107,after,1
E039,E107,before,1
E039,E124,during,1
E039,E132,during,1
E039,E147,during,1
E039,E150,after,1
E039,E157,before,1
E039,E178,during,1
E039,E184,after,1
E039,E184,during,1
E039,E205,before,1
E039,E213,after,1
E039,E218,after,1
E039,E222,before,1
E039,E225,after,1
E039,E225,before,1
E039,E233,during,1
E039,E234,after,1
E039,E243,during,1
E039,E246,before,1
E040,E032,during,1
E040,E049,during,1
E040,E050,before,1
E040,E054,during,1
E040,E061,before,5
E040,E061,during,1
E040,E069,before,2
E040,E069,during,1
E040,E070,after,1
E040,E070,during,1
E040,E078,after,1
E040,E078,before,2
E040,E078,during,1
E040,E088,during,1
E040,E094,during,1
E040,E113,after,1
E040,E114,during,2
E040,E122,during,2
E040,E123,before,1
E040,E125,after,1
E040,E139,after,1
E040,E139,during,1
E040,E158,during,1
E040,E167,during,1
E040,E176,during,2
E040,E198,before,1
E040,E198,during,2
E040,E204,during,3
E040,E235,before,1
E040,E239,before,1
E041,E007,after,1
E041,E012,after,3
E041,E012,during,2
E041,E022,during,3
E041,E032,during,2
E041,E046,during,1
E041,E056,before,2
E041,E092,before,1
E041,E092,during,1
E041,E099,during,1
E041,E117,after,1
E041,E117,during,1
E041,E138,after,1
E041,E138,before,1
E041,E138,during,1
E041,E172,after,1
E041,E182,before,1
E041,E204,after,1
E041,E205,before,1
E041,E206,after,1
E041,E206,before,1
E041,E224,during,1
E041,E228,during,1
E041,E239,after,1
E041,E241,during,1
E042,E015,during,1
E042,E043,after,1
E042,E053,during,1
E042,E082,during,1
E042,E085,during,1
E042,E097,during,1
E042,E106,after,1
E042,E122,before,3
E042,E122,during,1
E042,E133,after,1
E042,E133,during,1
E042,E145,before,1
E042,E145,during,1
E042,E152,after,2
E042,E155,before,1
E042,E164,during,1
E042,E171,during,1
E042,E177,before,1
E043,E042,after,1
E043,E042,during,1
E043,E053,after,1
E043,E068,before,1
E043,E082,after,1
E043,E082,before,1
E043,E082,during,1
E043,E085,after,1
E043,E085,during,2
E043,E099,before,1
E043,E099,during,1
E043,E103,during,1
E043,E106,before,1
E043,E109,before,1
E043,E122,after,2
E043,E122,during,2
E043,E126,before,1
E043,E133,after,1
E043,E145,during,1
E043,E152,after,1
E043,E152,during,1
E043,E155,after,2
E043,E155,before,2
E043,E155,during,1
E043,E161,after,2
E043,E177,after,1
E043,E185,during,1
E043,E188,after,1
E043,E188,during,2
E043,E199,after,1
E043,E207,after,1
E043,E236,during,3
E044,E004,before,1
E044,E008,before,1
E044,E023,after,1
E044,E032,before,1
E044,E051,during,1
E044,E058,before,1
E044,E063,during,1
E044,E068,after,1
E044,E068,before,1
E044,E073,after,1
E044,E075,after,1
E044,E075,during,1
E044,E091,during,1
E044,E102,before,1
E044,E104,during,1
