exporter_id,importer_id,period,tonnes,price_usd_per_t
C040,C039,during,289,913
C040,C042,after,147,895
C040,C043,before,119,866
C040,C043,during,200,875
C040,C045,after,99,989
C040,C045,before,75,950
C040,C046,after,295,891
C040,C046,before,153,868
C040,C047,before,145,913
C040,C048,after,155,904
C040,C048,during,78,896
C040,C049,before,72,936
C040,C050,after,153,937
C040,C050,before,144,921
C040,C051,before,76,844
C040,C052,after,29394,1090
C040,C052,before,8496,845
C040,C052,during,7363,1016
C040,C053,after,178,834
C040,C053,during,77,934
C040,C055,after,176,841
C040,C056,after,367,962
C040,C056,before,336,917
C040,C056,during,257,954
C040,C057,after,67,885
C040,C057,before,155,896
C040,C057,during,94,907
C040,C058,before,84,852
C040,C058,during,96,900
C040,C059,after,17837,1127
C040,C059,before,8706,966
C040,C059,during,7795,1010
C040,C061,after,137,861
C040,C061,during,249,856
C040,C062,after,14471,1038
C040,C062,before,5376,981
C040,C062,during,8954,987
C040,C063,before,114,833
C040,C063,during,65,838
C040,C064,after,142,842
C040,C064,during,111,849
C040,C065,after,82,934
C040,C065,before,110,962
C040,C065,during,127,887
C040,C066,after,78,952
C040,C066,during,353,902
C040,C067,after,77,989
C040,C067,during,180,929
C040,C068,during,330,886
C040,C070,before,50,1038
C040,C074,during,90,1057
C040,C092,during,77,1186
C040,C093,during,70,1199
C040,C110,after,60,1187
C040,C115,after,94,1180
C040,C122,before,75,1097
C040,C124,during,60,1172
C040,C134,before,52,1215
C040,C139,after,96,1169
C040,C140,after,13503,1276
C040,C140,before,12357,1118
C040,C140,during,18736,1160
C042,C039,during,59,955
C042,C040,before,56,957
C042,C043,before,51,829
C042,C046,after,96,946
C042,C046,before,75,973
C042,C046,during,86,873
C042,C047,after,62,952
C042,C047,before,76,979
C042,C047,during,61,839
C042,C048,after,103,896
C042,C052,during,72,903
C042,C055,after,62,862
C042,C055,before,96,981
C042,C056,during,81,904
C042,C059,after,97,918
C042,C059,before,69,831
C042,C059,during,125,960
C042,C062,before,56,940
C042,C062,during,107,948
C042,C063,before,54,912
C042,C066,during,55,869
C042,C067,after,61,952
C042,C068,before,88,885
C047,C003,before,81,1052
C047,C009,before,169,1190
C047,C014,before,124,1097
C047,C017,before,71,1215
C047,C028,before,144,1033
C047,C039,after,407,974
C047,C039,before,378,832
C047,C040,after,198,877
C047,C040,before,462,972
C047,C040,during,458,968
C047,C041,after,502,866
C047,C041,before,385,912
C047,C041,during,470,918
C047,C042,after,244,941
C047,C042,before,351,864
C047,C043,after,336,978
C047,C043,during,239,852
C047,C045,after,102,838
C047,C045,during,91,854
C047,C046,after,701,939
C047,C046,before,416,876
C047,C048,before,368,979
C047,C048,during,574,961
C047,C049,before,151,854
C047,C049,during,216,982
C047,C050,during,195,925
C047,C051,after,101,940
C047,C051,before,126,956
C047,C051,during,184,962
C047,C052,after,48636,1048
C047,C052,before,85603,975
C047,C052,during,4641,1025
C047,C053,before,316,968
C047,C053,during,257,852
C047,C055,before,245,883
C047,C056,after,446,927
C047,C058,after,108,937
C047,C058,before,143,863
C047,C059,after,33744,1085
C047,C059,before,62705,837
C047,C059,during,4182,955
C047,C061,after,202,931
C047,C061,before,221,911
C047,C061,during,212,885
C047,C062,after,19162,1143
C047,C062,before,5761,877
C047,C062,during,9607,970
C047,C063,after,115,979
C047,C064,after,331,931
C047,C064,before,267,918
C047,C065,after,184,882
C047,C065,before,268,928
C047,C066,after,145,896
C047,C067,before,168,894
C047,C068,after,61,893
C047,C079,before,61,1060
C047,C093,after,18484,1396
C047,C093,before,53573,1104
C047,C093,during,2443,1284
C047,C094,before,57,1062
C047,C114,before,70,1184
C047,C115,after,19246,1306
C047,C115,before,35383,1080
C047,C115,during,4268,1183
C047,C117,before,83,1031
C047,C118,before,117,1193
C047,C122,after,16162,1322
C047,C122,before,58138,1112
C047,C122,during,3690,1202
C047,C123,before,74,1171
C047,C124,after,4312,1378
C047,C124,before,18091,1182
C047,C124,during,610,1156
C047,C125,after,71,1214
C047,C129,before,131,1218
C047,C136,after,53,1092
C050,C039,after,64,901
C050,C039,before,76,963
C050,C039,during,78,857
C050,C040,before,60,852
C050,C041,after,74,936
C050,C042,before,67,869
C050,C042,during,55,990
C050,C043,after,60,865
C050,C046,before,79,956
C050,C047,after,77,936
C050,C048,before,50,951
C050,C049,before,62,950
C050,C052,before,89,938
C050,C052,during,69,891
C050,C055,after,76,962
C050,C055,before,70,890
C050,C056,before,72,962
C050,C059,after,53,896
C050,C059,before,150,923
C050,C062,after,232,898
C050,C062,before,106,876
C050,C062,during,139,914
C050,C064,after,51,939
C050,C067,during,112,924
C050,C068,after,101,898
C050,C068,before,96,866
C050,C068,during,78,881
C053,C040,during,53,989
C053,C042,after,66,871
C053,C042,before,65,881
C053,C046,after,61,853
C053,C046,during,75,835
C053,C047,during,56,922
C053,C048,after,71,946
C053,C048,before,94,940
C053,C050,during,53,879
C053,C052,after,64,973
C053,C052,before,132,924
C053,C052,during,134,979
C053,C055,before,52,866
C053,C056,after,65,855
C053,C056,before,88,913
C053,C059,after,146,882
C053,C059,before,109,930
C053,C059,during,105,948
C053,C061,before,63,899
C053,C062,after,151,838
C053,C062,before,180,909
C053,C066,before,92,860
C053,C066,during,58,878
C053,C067,before,62,976
C053,C067,during,67,910
C053,C068,during,77,920
C056,C042,during,88,858
C056,C043,before,77,835
C056,C046,during,122,936
C056,C047,after,52,962
C056,C047,before,99,845
C056,C048,after,52,907
C056,C048,during,59,950
C056,C052,after,54,861
C056,C052,before,83,924
C056,C052,during,100,859
C056,C053,during,68,881
C056,C055,after,82,859
C056,C055,before,93,958
C056,C059,after,191,847
C056,C062,after,71,901
C056,C062,during,80,846
C056,C067,during,62,915
C056,C068,before,71,851
C056,C068,during,112,987
C064,C001,after,50,1038
C064,C003,before,80,1101
C064,C003,during,53,1144
C064,C007,after,69,1130
C064,C010,during,62,1053
C064,C017,after,65,1229
C064,C017,during,53,1118
C064,C026,after,51,1131
C064,C029,after,3580,1319
C064,C029,before,5024,1092
C064,C029,during,3941,1216
C064,C039,after,135,936
C064,C039,before,242,839
C064,C039,during,118,860
C064,C040,before,188,909
C064,C040,during,174,952
C064,C041,after,118,931
C064,C041,before,213,896
C064,C042,after,198,982
C064,C042,before,225,940
C064,C042,during,202,894
C064,C043,during,91,892
C064,C046,after,367,892
C064,C047,after,203,979
C064,C047,before,233,915
C064,C047,during,143,861
C064,C048,after,213,978
C064,C048,before,127,860
C064,C048,during,224,978
C064,C049,after,131,845
C064,C049,before,167,983
C064,C050,after,276,902
C064,C050,during,155,990
C064,C051,during,74,938
C064,C052,after,30695,1178
C064,C052,before,8048,871
C064,C052,during,4971,930
C064,C053,after,92,878
C064,C053,before,109,859
C064,C053,during,168,877
C064,C055,after,382,958
C064,C055,during,132,961
C064,C056,after,189,893
C064,C056,before,133,862
C064,C056,during,165,859
C064,C057,after,158,974
C064,C057,during,115,885
C064,C058,before,105,865
C064,C059,after,16110,1036
C064,C059,before,4811,954
C064,C059,during,5878,1045
C064,C061,after,106,945
C064,C061,before,93,889
C064,C061,during,50,843
C064,C062,after,16841,1115
C064,C062,before,18143,956
C064,C062,during,18283,1044
C064,C063,before,107,892
C064,C065,after,112,873
C064,C065,during,76,851
C064,C066,before,179,893
C064,C066,during,209,869
C064,C067,before,196,848
C064,C068,after,252,968
C064,C072,after,56,1153
C064,C075,during,51,1190
C064,C086,during,53,1080
C064,C092,during,58,1093
C064,C121,before,61,1165
C064,C121,during,99,1225
C064,C124,after,44418,1404
C064,C124,before,36858,1144
C064,C124,during,53990,1134
C064,C129,after,61,1163
C064,C133,after,88,1110
C064,C135,during,55,1076
C065,C039,before,73,966
C065,C039,during,59,988
C065,C040,after,66,832
C065,C040,before,69,836
C065,C041,during,114,870
C065,C042,after,76,881
C065,C042,during,83,931
C065,C043,before,55,951
C065,C043,during,51,931
C065,C046,before,193,918
C065,C047,after,60,887
C065,C047,before,85,986
C065,C048,after,54,986
C065,C048,before,83,844
C065,C050,after,65,885
C065,C050,before,84,893
C065,C052,after,26961,1066
C065,C052,before,7534,850
C065,C052,during,6195,1016
C065,C053,after,82,838
C065,C055,before,58,893
C065,C055,during,104,946
C065,C056,after,65,930
C065,C056,before,87,978
C065,C057,during,53,960
C065,C059,after,25850,1154
C065,C059,before,8724,885
C065,C059,during,7149,987
C065,C061,before,59,868
C065,C062,after,15978,996
C065,C062,before,5682,902
C065,C062,during,5774,1065
C065,C063,before,70,938
C065,C064,during,97,990
C065,C066,before,53,855
C065,C067,after,61,980
C065,C067,before,113,936
C065,C067,during,72,893
C065,C068,after,55,846
C065,C068,before,100,950
C065,C068,during,70,868
C073,C072,during,104,838
C073,C074,before,121,865
C073,C074,during,103,831
C073,C075,after,55,920
C073,C076,after,109,978
C073,C083,after,234,902
C073,C083,before,156,955
C073,C083,during,320,953
C073,C084,after,92,981
C073,C084,before,60,857
C073,C086,before,77,843
C073,C091,during,71,923
C073,C092,after,86,906
C073,C092,before,53,948
C073,C093,after,183,880
C073,C093,before,113,838
C073,C093,during,140,848
C076,C001,after,72,1127
C076,C005,after,42722,1135
C076,C005,before,20160,1153
C076,C005,during,34586,1152
C076,C008,after,54,1070
C076,C008,during,65,1186
C076,C009,during,87,1067
C076,C012,after,70,1037
C076,C020,before,84,1093
C076,C022,during,66,1097
C076,C033,before,62,1091
C076,C033,during,106,1154
C076,C034,after,59140,1400
C076,C034,before,52187,1037
C076,C034,during,59880,1262
C076,C036,after,86,1159
C076,C052,before,111,1126
C076,C055,during,84,1138
C076,C056,during,57,1104
C076,C064,after,56,1199
C076,C069,after,196,982
C076,C069,during,230,860
C076,C070,after,332,977
C076,C070,before,275,974
C076,C070,during,110,828
C076,C071,after,109,871
C076,C072,before,350,862
C076,C073,after,206,957
C076,C073,during,303,887
C076,C074,after,197,937
C076,C074,before,209,920
C076,C074,during,338,968
C076,C075,before,166,904
C076,C075,during,396,982
C076,C077,after,109,961
C076,C077,before,150,911
C076,C079,before,105,969
C076,C079,during,75,918
C076,C082,after,98,948
C076,C082,before,118,910
C076,C083,after,1087,888
C076,C083,during,1361,857
C076,C084,after,503,923
C076,C084,during,268,936
C076,C086,after,226,870
C076,C086,during,169,900
C076,C087,after,287,913
C076,C087,before,235,864
C076,C088,before,64,905
C076,C090,before,304,972
C076,C090,during,211,969
C076,C091,after,282,925
C076,C091,before,333,862
C076,C091,during,112,977
C076,C092,before,242,990
C076,C093,after,20501,1168
C076,C093,before,5749,946
C076,C093,during,8100,942
C076,C094,before,73,938
C076,C094,during,93,845
C076,C096,after,219,940
C076,C096,during,251,906
C076,C097,after,51,1075
C076,C100,after,116,1054
C076,C103,after,54,1103
C076,C104,after,6736,1359
C076,C104,before,4764,1093
C076,C104,during,5062,1225
C076,C117,during,52,1069
C076,C118,before,63,1143
C076,C121,after,82,1074
C076,C122,before,160,1088
C076,C124,after,110,1195
C076,C124,before,121,1128
C076,C133,during,102,1116
C076,C134,before,67,1057
C076,C135,after,63,1124
C076,C139,before,123,1039
C082,C005,after,46770,1041
C082,C005,before,44163,1195
C082,C005,during,40571,1190
C082,C007,after,51,1135
C082,C010,before,75,1196
C082,C012,during,88,1031
C082,C013,after,3820,1311
C082,C013,before,5897,1202
C082,C013,during,4901,1145
C082,C017,before,50,1076
C082,C034,after,100,1201
C082,C037,during,55,1230
C082,C052,after,29990,1356
C082,C052,before,22854,1194
C082,C052,during,19775,1156
C082,C057,before,51,1129
C082,C059,after,22970,1342
C082,C059,before,21437,1077
C082,C059,during,12527,1130
C082,C061,before,61,1052
C082,C061,during,60,1117
C082,C062,after,60280,1220
C082,C062,before,63524,1089
C082,C062,during,67228,1208
C082,C066,during,73,1099
C082,C068,before,65,1184
C082,C069,after,228,870
C082,C069,before,77,924
C082,C069,during,168,976
C082,C070,after,244,935
C082,C071,after,150,891
C082,C071,during,140,925
C082,C072,after,108,944
C082,C072,before,166,909
C082,C072,during,411,888
C082,C073,after,214,900
C082,C073,before,209,957
C082,C073,during,209,970
C082,C074,after,318,918
C082,C074,during,201,938
C082,C075,before,128,839
C082,C076,after,256,981
C082,C076,before,593,948
C082,C076,during,191,927
C082,C077,during,97,839
C082,C079,before,93,904
C082,C079,during,78,943
C082,C081,during,80,934
C082,C083,after,343,868
C082,C083,before,732,886
C082,C083,during,766,877
C082,C084,before,215,872
C082,C084,during,175,957
C082,C086,after,198,887
C082,C086,before,250,856
C082,C087,after,167,835
C082,C088,before,151,840
C082,C088,during,167,830
C082,C090,after,302,876
C082,C090,before,158,933
C082,C091,after,221,975
C082,C091,before,275,906
C082,C091,during,281,830
C082,C092,after,269,904
C082,C092,before,194,965
C082,C092,during,257,973
C082,C093,after,11333,1055
C082,C093,before,14208,882
C082,C093,during,14682,1045
C082,C094,after,95,908
C082,C094,before,86,925
C082,C094,during,125,987
C082,C096,after,169,858
C082,C096,during,198,933
C082,C107,during,90,1171
C082,C115,after,21967,1408
C082,C115,before,26883,1144
C082,C115,during,16193,1206
C082,C118,during,81,1177
C082,C122,after,17808,1288
C082,C122,before,18168,1137
C082,C122,during,20547,1146
C082,C124,after,98,1145
C082,C124,before,143,1225
C082,C133,before,77,1115
C083,C005,after,32962,1156
C083,C005,before,33515,1183
C083,C005,during,35069,1143
C083,C017,after,5756,1325
C083,C017,before,2505,1134
C083,C017,during,4386,1240
C083,C028,after,72,1215
C083,C033,before,65,1219
C083,C034,after,12827,1290
C083,C034,before,17245,1188
C083,C034,during,13162,1260
C083,C046,after,94,1156
C083,C055,during,51,1201
C083,C061,after,51,1053
C083,C069,during,119,959
C083,C070,after,87,934
C083,C070,during,153,884
C083,C071,after,106,895
C083,C071,before,146,908
C083,C071,during,130,853
C083,C072,after,614,945
C083,C072,before,206,951
C083,C072,during,260,857
C083,C073,after,173,962
C083,C073,before,224,896
C083,C073,during,116,856
C083,C074,after,119,926
C083,C074,before,309,857
C083,C074,during,63,909
C083,C075,after,183,854
C083,C075,before,198,900
C083,C076,after,266,875
C083,C076,before,391,960
C083,C077,after,72,850
C083,C079,before,78,914
C083,C079,during,107,925
C083,C081,after,148,846
C083,C081,before,71,932
C083,C081,during,99,865
C083,C082,after,69,957
C083,C082,during,107,928
C083,C084,before,147,918
C083,C084,during,219,889
C083,C086,after,164,887
C083,C086,before,122,942
C083,C087,after,138,931
C083,C087,before,95,909
C083,C088,after,94,933
C083,C088,before,89,844
C083,C088,during,176,949
C083,C090,after,118,839
C083,C090,before,146,950
C083,C091,after,262,968
C083,C091,before,113,931
C083,C092,after,162,931
C083,C092,before,88,880
C083,C092,during,201,967
C083,C093,after,10743,1083
C083,C093,before,4645,961
C083,C093,during,5002,1056
C083,C094,after,57,862
C083,C096,after,58,852
C083,C096,before,177,864
C083,C096,during,202,839
C083,C099,after,64,1161
C083,C103,after,107,1052
C083,C103,during,72,1114
C083,C107,during,59,1151
C083,C113,during,64,1089
C083,C121,during,85,1128
C083,C135,during,85,1171
C083,C136,before,71,1043
C083,C140,after,71871,1393
C083,C140,before,63547,1113
C083,C140,during,70408,1158
C089,C070,before,65,983
C089,C073,after,51,981
C089,C073,before,59,965
C089,C074,after,73,854
C089,C075,after,59,938
C089,C076,after,69,892
C089,C076,during,129,876
C089,C077,before,52,833
C089,C083,after,168,877
C089,C083,before,140,855
C089,C084,during,54,943
C089,C086,during,56,858
C089,C092,after,73,912
C089,C092,before,65,938
C089,C093,after,96,889
C089,C093,during,128,838
C089,C096,after,50,972
C089,C096,during,76,962
C092,C069,during,54,937
C092,C070,before,65,979
C092,C070,during,61,926
C092,C071,after,96,901
C092,C071,before,114,884
C092,C071,during,65,929
C092,C072,before,96,860
C092,C073,before,84,949
C092,C074,after,96,893
C092,C075,during,58,944
C092,C076,before,233,922
C092,C076,during,155,931
C092,C083,before,289,892
C092,C083,during,259,926
C092,C084,during,55,840
C092,C087,after,61,953
C092,C087,during,88,861
C092,C088,after,54,949
C092,C088,before,72,934
C092,C088,during,61,941
C092,C090,after,122,931
C092,C090,before,99,900
C092,C090,during,69,963
C092,C091,before,84,863
C092,C091,during,68,888
C092,C093,after,19537,1087
C092,C093,before,3608,915
C092,C093,during,3554,981
C092,C094,during,50,974
C092,C096,after,57,934
C092,C096,before,56,983
C094,C071,before,59,867
C094,C072,after,75,874
C094,C072,before,67,930
C094,C072,during,66,902
C094,C075,during,73,890
C094,C076,after,69,909
C094,C076,before,151,883
C094,C076,during,127,830
C094,C083,after,134,957
C094,C087,during,55,886
C094,C090,after,56,939
C094,C090,before,52,964
C094,C090,during,54,974
C094,C092,after,52,988
C094,C093,after,72,932
C094,C093,before,55,835
C094,C096,after,53,885
C094,C096,during,79,844
C095,C070,before,52,967
C095,C072,after,58,873
C095,C072,before,85,897
C095,C074,before,60,892
C095,C076,after,67,917
C095,C076,before,57,966
C095,C076,during,116,956
C095,C083,after,274,868
C095,C086,after,63,853
C095,C087,before,57,937
C095,C090,after,56,946
C095,C091,before,53,870
C095,C093,before,68,847
C098,C097,after,85,937
C098,C097,before,52,962
C098,C097,during,72,927
C098,C099,after,100,886
C098,C099,before,128,895
C098,C100,after,135,884
C098,C100,during,71,949
C098,C101,after,106,849
C098,C101,during,95,864
C098,C103,after,100,882
C098,C104,after,83,967
C098,C105,after,191,895
C098,C105,before,77,852
C098,C107,after,89,857
C098,C108,after,77,866
C098,C108,during,66,945
C098,C109,after,68,865
C098,C110,during,60,980
C098,C111,before,77,926
C099,C101,after,53,944
C099,C103,before,61,927
C099,C103,during,58,960
C099,C105,before,51,943
C099,C107,before,61,904
C099,C108,during,94,913
C103,C097,after,62,940
C103,C099,after,77,834
C103,C099,during,71,951
C103,C100,after,130,896
C103,C101,after,58,832
C103,C101,during,93,867
C103,C102,after,50,908
C103,C104,after,96,932
C103,C105,after,89,962
C103,C105,before,181,966
C103,C105,during,138,951
C103,C106,before,70,923
C103,C107,during,57,885
C103,C108,before,139,970
C103,C108,during,106,939
C103,C110,before,59,916
C103,C111,during,64,925
C104,C054,after,1132,1330
C104,C054,before,728,1140
C104,C054,during,969,1205
C104,C078,after,942,1275
C104,C078,before,580,1125
C104,C078,during,1070,1203
C104,C089,after,860,1305
C104,C089,before,1039,1232
C104,C089,during,1188,1276
C104,C112,after,1285,1188
C104,C112,before,882,864
C104,C112,during,1219,1044
C105,C097,during,55,975
C105,C100,after,55,917
C105,C101,after,53,885
C105,C107,after,51,950
C106,C099,during,94,851
C106,C103,after,54,872
C106,C104,after,58,945
C106,C105,before,55,853
C106,C108,during,68,887
C108,C097,before,66,872
C108,C099,after,61,907
C108,C099,before,61,880
C108,C101,after,85,837
C108,C101,before,59,893
C108,C101,during,75,886
C108,C103,after,80,914
C108,C103,before,100,987
C108,C103,during,80,849
C108,C104,before,87,837
C108,C105,after,85,867
C108,C105,before,121,829
C108,C106,before,78,971
C108,C107,before,58,830
C109,C097,before,80,901
C109,C099,before,60,898
C109,C101,before,66,863
C109,C103,after,76,906
C109,C103,during,51,961
C109,C104,before,51,920
C109,C104,during,82,935
C109,C105,before,56,937
C109,C106,before,69,941
C109,C108,after,59,957
C109,C110,during,50,989
C109,C111,before,64,970
C111,C099,before,60,898
C111,C099,during,56,842
C111,C103,before,68,842
C111,C104,after,66,893
C111,C104,before,61,933
C111,C104,during,57,912
C111,C105,during,67,838
C111,C107,after,58,841
C111,C107,before,74,855
C111,C107,during,58,877
C111,C108,before,64,896
C113,C115,before,76,846
C113,C117,during,83,914
C113,C118,before,77,931
C113,C121,after,50,933
C113,C121,before,58,932
C113,C121,during,58,949
C113,C122,after,100,877
C113,C122,during,66,961
C113,C123,after,54,945
C113,C124,before,58,945
C113,C124,during,128,934
C113,C127,during,50,915
C113,C129,after,56,959
C113,C129,before,56,901
C113,C132,during,58,982
C113,C138,before,72,925
C113,C138,during,74,853
C113,C139,after,89,907
C113,C140,after,76,901
C113,C140,before,66,837
C115,C113,before,53,927
C115,C117,after,60,852
C115,C122,after,50,940
C115,C122,before,99,872
C115,C122,during,128,970
C115,C123,after,76,931
C115,C124,during,72,936
C115,C125,after,60,880
C115,C127,before,78,836
C115,C127,during,53,989
C115,C129,after,84,863
C115,C133,during,69,902
C115,C136,before,60,976
C115,C138,before,57,844
C115,C138,during,75,907
C115,C139,after,61,829
C115,C139,before,66,938
C115,C140,after,88,933
C115,C140,before,51,860
C117,C113,after,95,879
C117,C113,during,75,849
C117,C115,after,38153,1006
C117,C115,before,5720,881
C117,C115,during,3860,1022
C117,C116,before,86,972
C117,C116,during,79,832
C117,C118,after,125,862
C117,C118,before,209,829
C117,C121,after,124,905
C117,C121,before,74,978
C117,C121,during,115,969
C117,C122,after,25472,1185
C117,C122,before,5212,970
C117,C122,during,6323,1046
C117,C123,before,77,857
C117,C123,during,52,963
C117,C124,after,20403,1138
C117,C124,before,5114,949
C117,C124,during,5640,1062
C117,C125,after,63,867
C117,C125,during,134,835
C117,C127,after,68,915
C117,C127,during,62,936
C117,C128,after,53,829
C117,C128,before,53,932
C117,C128,during,69,887
C117,C129,after,108,851
C117,C129,before,71,877
C117,C132,before,78,882
C117,C133,after,110,881
C117,C133,during,118,969
C117,C134,during,69,864
C117,C135,before,77,828
C117,C136,after,104,931
C117,C136,before,61,839
C117,C136,during,157,832
C117,C138,after,87,971
C117,C138,during,58,875
C117,C139,after,110,847
C117,C139,during,82,959
C117,C140,after,17166,1038
C117,C140,before,3601,975
C117,C140,during,5719,945
C119,C113,after,121,984
C119,C113,during,77,962
C119,C114,after,55,970
C119,C115,after,51,841
C119,C116,before,67,866
C119,C116,during,61,965
C119,C118,during,63,871
C119,C122,after,78,953
C119,C125,after,52,955
C119,C127,during,52,864
C119,C129,before,55,943
C119,C135,after,60,833
C119,C140,after,107,941
C119,C140,before,59,851
C119,C140,during,68,859
C121,C113,after,65,971
C121,C115,after,79,982
C121,C115,before,102,950
C121,C115,during,114,955
C121,C116,before,58,948
C121,C117,after,50,925
C121,C118,after,69,983
C121,C122,before,64,908
C121,C123,before,75,900
C121,C125,before,58,871
C121,C129,during,70,960
