start_code,end_code,day,rush,count
S0130,S0007,2021-01-02,am,1
S0131,S0265,2021-01-02,am,3
S0132,S0356,2021-01-02,am,3
S0141,S0229,2021-01-02,am,3
S0142,S0189,2021-01-02,am,1
S0143,S0357,2021-01-02,am,4
S0145,S0413,2021-01-02,am,4
S0146,S0266,2021-01-02,am,2
S0149,S0105,2021-01-02,am,5
S0150,S0010,2021-01-02,am,5
S0150,S0036,2021-01-02,am,1
S0150,S0231,2021-01-02,am,1
S0161,S0269,2021-01-02,am,2
S0173,S0030,2021-01-02,am,1
S0174,S0421,2021-01-02,am,4
S0176,S0258,2021-01-02,am,3
S0182,S0075,2021-01-02,am,1
S0183,S0117,2021-01-02,am,3
S0183,S0395,2021-01-02,am,3
S0184,S0414,2021-01-02,am,1
S0191,S0155,2021-01-02,am,5
S0191,S0268,2021-01-02,am,2
S0201,S0426,2021-01-02,am,4
S0202,S0239,2021-01-02,am,3
S0205,S0033,2021-01-02,am,2
S0206,S0492,2021-01-02,am,1
S0207,S0447,2021-01-02,am,1
S0207,S0465,2021-01-02,am,5
S0212,S0151,2021-01-02,am,1
S0224,S0141,2021-01-02,am,5
S0225,S0153,2021-01-02,am,1
S0226,S0401,2021-01-02,am,3
S0234,S0274,2021-01-02,am,1
S0235,S0376,2021-01-02,am,2
S0238,S0250,2021-01-02,am,2
S0243,S0259,2021-01-02,am,2
S0251,S0473,2021-01-02,am,5
S0251,S0499,2021-01-02,am,1
S0252,S0247,2021-01-02,am,3
S0255,S0220,2021-01-02,am,1
S0264,S0273,2021-01-02,am,2
S0267,S0052,2021-01-02,am,1
S0268,S0372,2021-01-02,am,1
S0270,S0418,2021-01-02,am,1
S0286,S0328,2021-01-02,am,2
S0294,S0294,2021-01-02,am,5
S0296,S0132,2021-01-02,am,2
S0296,S0323,2021-01-02,am,1
S0300,S0163,2021-01-02,am,5
S0301,S0196,2021-01-02,am,4
S0306,S0060,2021-01-02,am,2
S0313,S0220,2021-01-02,am,4
S0317,S0421,2021-01-02,am,2
S0319,S0050,2021-01-02,am,1
S0320,S0149,2021-01-02,am,1
S0324,S0118,2021-01-02,am,3
S0328,S0234,2021-01-02,am,3
S0335,S0049,2021-01-02,am,5
S0335,S0088,2021-01-02,am,4
S0338,S0460,2021-01-02,am,1
S0345,S0320,2021-01-02,am,1
S0357,S0491,2021-01-02,am,3
S0368,S0284,2021-01-02,am,5
S0382,S0328,2021-01-02,am,2
S0389,S0043,2021-01-02,am,2
S0393,S0002,2021-01-02,am,1
S0393,S0457,2021-01-02,am,4
S0394,S0306,2021-01-02,am,2
S0396,S0169,2021-01-02,am,4
S0396,S0438,2021-01-02,am,5
S0398,S0259,2021-01-02,am,1
S0406,S0366,2021-01-02,am,1
S0407,S0407,2021-01-02,am,4
S0413,S0177,2021-01-02,am,5
S0423,S0307,2021-01-02,am,1
S0427,S0485,2021-01-02,am,1
S0428,S0324,2021-01-02,am,4
S0438,S0351,2021-01-02,am,3
S0446,S0398,2021-01-02,am,2
S0462,S0085,2021-01-02,am,3
S0469,S0339,2021-01-02,am,4
S0476,S0498,2021-01-02,am,1
S0480,S0446,2021-01-02,am,3
S0482,S0497,2021-01-02,am,4
S0489,S0025,2021-01-02,am,3
S0498,S0312,2021-01-02,am,4
S0017,S0419,2021-01-03,am,4
S0025,S0310,2021-01-03,am,2
S0026,S0039,2021-01-03,am,1
S0027,S0070,2021-01-03,am,1
S0030,S0251,2021-01-03,am,4
S0034,S0303,2021-01-03,am,1
S0035,S0119,2021-01-03,am,1
S0041,S0190,2021-01-03,am,5
S0044,S0146,2021-01-03,am,5
S0048,S0180,2021-01-03,am,2
S0076,S0065,2021-01-03,am,4
S0081,S0233,2021-01-03,am,4
S0084,S0445,2021-01-03,am,5
S0087,S0495,2021-01-03,am,5
S0094,S0476,2021-01-03,am,4
S0097,S0272,2021-01-03,am,1
S0110,S0224,2021-01-03,am,1
S0110,S0320,2021-01-03,am,3
S0111,S0486,2021-01-03,am,4
S0117,S0240,2021-01-03,am,4
S0117,S0407,2021-01-03,am,2
S0123,S0179,2021-01-03,am,1
S0127,S0277,2021-01-03,am,3
S0128,S0365,2021-01-03,am,5
S0130,S0114,2021-01-03,am,1
S0132,S0393,2021-01-03,am,5
S0136,S0268,2021-01-03,am,5
S0145,S0491,2021-01-03,am,3
S0147,S0071,2021-01-03,am,1
S0153,S0238,2021-01-03,am,2
S0155,S0371,2021-01-03,am,1
S0155,S0410,2021-01-03,am,2
S0163,S0392,2021-01-03,am,3
S0170,S0433,2021-01-03,am,1
S0172,S0038,2021-01-03,am,2
S0174,S0460,2021-01-03,am,4
S0175,S0256,2021-01-03,am,3
S0176,S0109,2021-01-03,am,2
S0176,S0329,2021-01-03,am,2
S0178,S0092,2021-01-03,am,3
S0182,S0157,2021-01-03,am,4
S0187,S0331,2021-01-03,am,3
S0205,S0189,2021-01-03,am,4
S0206,S0315,2021-01-03,am,1
S0213,S0255,2021-01-03,am,5
S0214,S0222,2021-01-03,am,3
S0220,S0323,2021-01-03,am,1
S0242,S0364,2021-01-03,am,4
S0244,S0342,2021-01-03,am,3
S0246,S0128,2021-01-03,am,2
S0248,S0027,2021-01-03,am,2
S0256,S0214,2021-01-03,am,4
S0262,S0129,2021-01-03,am,4
S0270,S0135,2021-01-03,am,2
S0271,S0171,2021-01-03,am,2
S0273,S0207,2021-01-03,am,1
S0274,S0029,2021-01-03,am,2
S0275,S0113,2021-01-03,am,5
S0280,S0295,2021-01-03,am,4
S0285,S0056,2021-01-03,am,1
S0293,S0135,2021-01-03,am,3
S0296,S0395,2021-01-03,am,4
S0298,S0208,2021-01-03,am,3
S0299,S0453,2021-01-03,am,2
S0307,S0033,2021-01-03,am,5
S0309,S0312,2021-01-03,am,2
S0309,S0398,2021-01-03,am,4
S0313,S0140,2021-01-03,am,5
S0314,S0470,2021-01-03,am,2
S0320,S0320,2021-01-03,am,2
S0324,S0199,2021-01-03,am,4
S0338,S0273,2021-01-03,am,2
S0338,S0362,2021-01-03,am,5
S0339,S0331,2021-01-03,am,5
S0345,S0350,2021-01-03,am,1
S0348,S0326,2021-01-03,am,4
S0348,S0353,2021-01-03,am,1
S0352,S0213,2021-01-03,am,3
S0352,S0344,2021-01-03,am,1
S0356,S0257,2021-01-03,am,2
S0356,S0295,2021-01-03,am,4
S0357,S0015,2021-01-03,am,5
S0357,S0426,2021-01-03,am,5
S0359,S0223,2021-01-03,am,2
S0361,S0476,2021-01-03,am,4
S0364,S0349,2021-01-03,am,5
S0366,S0057,2021-01-03,am,5
S0371,S0467,2021-01-03,am,5
S0374,S0296,2021-01-03,am,4
S0378,S0245,2021-01-03,am,5
S0393,S0322,2021-01-03,am,5
S0399,S0379,2021-01-03,am,5
S0405,S0305,2021-01-03,am,4
S0407,S0000,2021-01-03,am,5
S0415,S0176,2021-01-03,am,3
S0419,S0171,2021-01-03,am,1
S0420,S0238,2021-01-03,am,1
S0421,S0224,2021-01-03,am,4
S0421,S0278,2021-01-03,am,3
S0422,S0025,2021-01-03,am,1
S0425,S0250,2021-01-03,am,2
S0428,S0396,2021-01-03,am,1
S0439,S0208,2021-01-03,am,4
S0450,S0339,2021-01-03,am,1
S0451,S0263,2021-01-03,am,1
S0462,S0176,2021-01-03,am,2
S0463,S0124,2021-01-03,am,5
S0466,S0348,2021-01-03,am,3
S0466,S0366,2021-01-03,am,4
S0471,S0413,2021-01-03,am,1
S0477,S0299,2021-01-03,am,3
S0477,S0453,2021-01-03,am,4
S0478,S0311,2021-01-03,am,4
S0480,S0280,2021-01-03,am,1
S0483,S0134,2021-01-03,am,5
S0492,S0217,2021-01-03,am,4
S0492,S0388,2021-01-03,am,4
S0494,S0179,2021-01-03,am,3
S0495,S0321,2021-01-03,am,2
S0000,S0360,2021-01-04,am,3
S0001,S0274,2021-01-04,am,5
S0006,S0021,2021-01-04,am,3
S0006,S0034,2021-01-04,am,3
S0007,S0364,2021-01-04,am,4
S0015,S0139,2021-01-04,am,5
S0027,S0027,2021-01-04,am,4
S0031,S0022,2021-01-04,am,5
S0031,S0454,2021-01-04,am,2
S0047,S0178,2021-01-04,am,3
S0048,S0173,2021-01-04,am,1
S0050,S0063,2021-01-04,am,3
S0051,S0362,2021-01-04,am,4
S0052,S0494,2021-01-04,am,5
S0053,S0234,2021-01-04,am,4
S0053,S0329,2021-01-04,am,1
S0069,S0182,2021-01-04,am,3
S0076,S0293,2021-01-04,am,5
S0079,S0109,2021-01-04,am,2
S0090,S0003,2021-01-04,am,1
S0090,S0420,2021-01-04,am,5
S0105,S0165,2021-01-04,am,5
S0105,S0290,2021-01-04,am,5
S0109,S0035,2021-01-04,am,5
S0110,S0345,2021-01-04,am,4
S0117,S0153,2021-01-04,am,3
S0118,S0391,2021-01-04,am,4
S0123,S0289,2021-01-04,am,3
S0126,S0368,2021-01-04,am,2
S0127,S0383,2021-01-04,am,3
S0132,S0461,2021-01-04,am,2
S0154,S0092,2021-01-04,am,1
S0162,S0439,2021-01-04,am,2
S0173,S0074,2021-01-04,am,4
S0180,S0175,2021-01-04,am,5
S0182,S0283,2021-01-04,am,1
S0187,S0143,2021-01-04,am,3
S0187,S0420,2021-01-04,am,5
S0203,S0211,2021-01-04,am,1
S0205,S0398,2021-01-04,am,5
S0213,S0029,2021-01-04,am,1
S0218,S0054,2021-01-04,am,4
S0234,S0232,2021-01-04,am,3
S0237,S0443,2021-01-04,am,3
S0239,S0039,2021-01-04,am,5
S0243,S0277,2021-01-04,am,5
S0263,S0262,2021-01-04,am,2
S0279,S0196,2021-01-04,am,2
S0282,S0257,2021-01-04,am,1
S0284,S0043,2021-01-04,am,2
S0286,S0040,2021-01-04,am,5
S0286,S0349,2021-01-04,am,3
S0287,S0201,2021-01-04,am,4
S0299,S0446,2021-01-04,am,4
S0314,S0031,2021-01-04,am,1
S0319,S0278,2021-01-04,am,5
S0322,S0129,2021-01-04,am,4
S0330,S0444,2021-01-04,am,2
S0336,S0416,2021-01-04,am,4
S0339,S0403,2021-01-04,am,3
S0340,S0310,2021-01-04,am,4
S0342,S0436,2021-01-04,am,4
S0344,S0164,2021-01-04,am,3
S0347,S0144,2021-01-04,am,1
S0348,S0201,2021-01-04,am,3
S0349,S0466,2021-01-04,am,4
S0355,S0207,2021-01-04,am,5
S0367,S0253,2021-01-04,am,5
S0377,S0185,2021-01-04,am,1
S0377,S0435,2021-01-04,am,1
S0386,S0237,2021-01-04,am,1
S0398,S0341,2021-01-04,am,5
S0403,S0382,2021-01-04,am,5
S0411,S0145,2021-01-04,am,1
S0414,S0055,2021-01-04,am,3
S0414,S0079,2021-01-04,am,3
S0421,S0457,2021-01-04,am,2
S0425,S0258,2021-01-04,am,4
S0430,S0020,2021-01-04,am,2
S0430,S0055,2021-01-04,am,5
S0435,S0177,2021-01-04,am,5
S0437,S0447,2021-01-04,am,3
S0439,S0448,2021-01-04,am,2
S0451,S0266,2021-01-04,am,3
S0454,S0322,2021-01-04,am,1
S0462,S0353,2021-01-04,am,5
S0474,S0239,2021-01-04,am,1
S0479,S0220,2021-01-04,am,5
S0482,S0412,2021-01-04,am,1
S0484,S0047,2021-01-04,am,4
S0487,S0115,2021-01-04,am,4
S0491,S0437,2021-01-04,am,1
S0493,S0012,2021-01-04,am,4
S0007,S0196,2021-01-05,am,5
S0009,S0042,2021-01-05,am,4
S0011,S0165,2021-01-05,am,2
S0011,S0336,2021-01-05,am,1
S0019,S0069,2021-01-05,am,4
S0030,S0113,2021-01-05,am,2
S0041,S0427,2021-01-05,am,4
S0043,S0319,2021-01-05,am,4
S0044,S0403,2021-01-05,am,5
S0045,S0348,2021-01-05,am,5
S0050,S0103,2021-01-05,am,2
S0057,S0375,2021-01-05,am,2
S0063,S0125,2021-01-05,am,5
S0068,S0448,2021-01-05,am,5
S0069,S0154,2021-01-05,am,3
S0089,S0100,2021-01-05,am,4
S0089,S0111,2021-01-05,am,4
S0099,S0386,2021-01-05,am,4
S0100,S0089,2021-01-05,am,5
S0103,S0068,2021-01-05,am,3
S0107,S0107,2021-01-05,am,3
S0111,S0050,2021-01-05,am,1
S0114,S0290,2021-01-05,am,1
S0115,S0370,2021-01-05,am,2
S0120,S0484,2021-01-05,am,1
S0121,S0421,2021-01-05,am,1
S0131,S0410,2021-01-05,am,2
S0139,S0078,2021-01-05,am,4
S0139,S0460,2021-01-05,am,2
S0140,S0280,2021-01-05,am,3
S0148,S0083,2021-01-05,am,5
S0151,S0129,2021-01-05,am,2
S0153,S0069,2021-01-05,am,4
S0158,S0131,2021-01-05,am,4
S0159,S0387,2021-01-05,am,5
S0180,S0011,2021-01-05,am,3
S0194,S0403,2021-01-05,am,1
S0205,S0320,2021-01-05,am,3
S0208,S0151,2021-01-05,am,3
S0211,S0421,2021-01-05,am,2
S0214,S0176,2021-01-05,am,5
S0220,S0242,2021-01-05,am,5
S0224,S0263,2021-01-05,am,3
S0231,S0296,2021-01-05,am,5
S0237,S0075,2021-01-05,am,2
S0239,S0039,2021-01-05,am,4
S0241,S0322,2021-01-05,am,5
S0247,S0196,2021-01-05,am,4
S0254,S0236,2021-01-05,am,2
S0254,S0342,2021-01-05,am,4
S0262,S0446,2021-01-05,am,2
S0268,S0474,2021-01-05,am,1
S0270,S0386,2021-01-05,am,4
S0273,S0465,2021-01-05,am,1
S0276,S0433,2021-01-05,am,1
S0290,S0233,2021-01-05,am,3
S0297,S0182,2021-01-05,am,3
S0304,S0473,2021-01-05,am,2
S0305,S0132,2021-01-05,am,1
S0307,S0414,2021-01-05,am,5
S0309,S0489,2021-01-05,am,2
S0312,S0181,2021-01-05,am,4
S0318,S0284,2021-01-05,am,5
S0319,S0444,2021-01-05,am,2
S0321,S0309,2021-01-05,am,2
S0323,S0150,2021-01-05,am,1
S0323,S0487,2021-01-05,am,1
S0324,S0273,2021-01-05,am,1
S0334,S0446,2021-01-05,am,4
S0337,S0032,2021-01-05,am,5
S0341,S0232,2021-01-05,am,1
S0347,S0220,2021-01-05,am,2
S0348,S0022,2021-01-05,am,4
S0352,S0422,2021-01-05,am,4
S0355,S0447,2021-01-05,am,1
S0359,S0146,2021-01-05,am,1
S0359,S0203,2021-01-05,am,2
S0363,S0269,2021-01-05,am,5
S0365,S0455,2021-01-05,am,2
S0373,S0021,2021-01-05,am,4
S0373,S0143,2021-01-05,am,5
S0374,S0047,2021-01-05,am,4
S0383,S0041,2021-01-05,am,4
S0386,S0464,2021-01-05,am,4
S0393,S0122,2021-01-05,am,5
S0394,S0061,2021-01-05,am,4
S0395,S0374,2021-01-05,am,5
S0397,S0051,2021-01-05,am,2
S0402,S0389,2021-01-05,am,3
S0403,S0160,2021-01-05,am,1
S0404,S0274,2021-01-05,am,1
S0406,S0353,2021-01-05,am,5
S0410,S0499,2021-01-05,am,4
S0413,S0119,2021-01-05,am,1
S0431,S0441,2021-01-05,am,1
S0439,S0392,2021-01-05,am,3
S0442,S0022,2021-01-05,am,1
S0444,S0267,2021-01-05,am,5
S0448,S0307,2021-01-05,am,5
S0448,S0307,2021-01-05,am,4
S0454,S0269,2021-01-05,am,3
S0460,S0174,2021-01-05,am,2
S0469,S0347,2021-01-05,am,4
S0476,S0102,2021-01-05,am,1
S0477,S0042,2021-01-05,am,5
S0487,S0158,2021-01-05,am,5
S0495,S0300,2021-01-05,am,4
S0499,S0233,2021-01-05,am,5
S0001,S0050,2021-01-06,am,5
S0001,S0088,2021-01-06,am,5
S0012,S0176,2021-01-06,am,3
S0014,S0002,2021-01-06,am,3
S0015,S0108,2021-01-06,am,5
S0021,S0266,2021-01-06,am,5
S0022,S0261,2021-01-06,am,3
S0022,S0411,2021-01-06,am,4
S0023,S0447,2021-01-06,am,2
S0025,S0268,2021-01-06,am,3
S0027,S0206,2021-01-06,am,3
S0027,S0393,2021-01-06,am,2
S0036,S0219,2021-01-06,am,5
S0042,S0311,2021-01-06,am,2
S0050,S0172,2021-01-06,am,5
S0057,S0009,2021-01-06,am,5
S0068,S0360,2021-01-06,am,1
S0069,S0207,2021-01-06,am,2
S0081,S0246,2021-01-06,am,1
S0084,S0039,2021-01-06,am,5
S0086,S0435,2021-01-06,am,1
S0087,S0044,2021-01-06,am,3
S0088,S0481,2021-01-06,am,2
S0089,S0483,2021-01-06,am,5
S0090,S0085,2021-01-06,am,4
S0090,S0156,2021-01-06,am,3
S0107,S0310,2021-01-06,am,4
S0109,S0415,2021-01-06,am,2
S0118,S0096,2021-01-06,am,5
S0120,S0237,2021-01-06,am,5
S0121,S0062,2021-01-06,am,5
S0125,S0131,2021-01-06,am,3
S0129,S0089,2021-01-06,am,1
S0135,S0010,2021-01-06,am,4
S0142,S0482,2021-01-06,am,3
S0144,S0405,2021-01-06,am,3
S0145,S0124,2021-01-06,am,3
S0148,S0001,2021-01-06,am,2
S0148,S0163,2021-01-06,am,3
S0149,S0299,2021-01-06,am,4
S0150,S0363,2021-01-06,am,5
S0150,S0395,2021-01-06,am,1
S0152,S0366,2021-01-06,am,3
S0154,S0069,2021-01-06,am,4
S0155,S0032,2021-01-06,am,1
S0156,S0337,2021-01-06,am,1
S0159,S0095,2021-01-06,am,2
S0163,S0093,2021-01-06,am,2
S0165,S0308,2021-01-06,am,1
S0175,S0030,2021-01-06,am,3
S0178,S0018,2021-01-06,am,2
S0186,S0328,2021-01-06,am,1
S0186,S0474,2021-01-06,am,4
S0198,S0267,2021-01-06,am,5
S0198,S0331,2021-01-06,am,4
S0201,S0476,2021-01-06,am,3
S0204,S0208,2021-01-06,am,1
S0204,S0410,2021-01-06,am,2
S0206,S0119,2021-01-06,am,4
S0207,S0167,2021-01-06,am,5
S0213,S0284,2021-01-06,am,4
S0218,S0164,2021-01-06,am,2
S0221,S0278,2021-01-06,am,2
S0221,S0499,2021-01-06,am,2
S0227,S0279,2021-01-06,am,1
S0231,S0323,2021-01-06,am,4
S0237,S0416,2021-01-06,am,5
S0239,S0210,2021-01-06,am,1
S0244,S0297,2021-01-06,am,5
S0246,S0471,2021-01-06,am,1
S0247,S0194,2021-01-06,am,2
S0248,S0234,2021-01-06,am,3
S0254,S0066,2021-01-06,am,4
S0255,S0312,2021-01-06,am,1
S0264,S0465,2021-01-06,am,2
S0266,S0317,2021-01-06,am,1
S0276,S0452,2021-01-06,am,2
S0281,S0120,2021-01-06,am,2
S0291,S0110,2021-01-06,am,5
S0293,S0443,2021-01-06,am,3
S0294,S0112,2021-01-06,am,3
S0296,S0194,2021-01-06,am,2
S0301,S0301,2021-01-06,am,1
S0306,S0210,2021-01-06,am,2
S0311,S0125,2021-01-06,am,3
S0311,S0174,2021-01-06,am,4
S0312,S0321,2021-01-06,am,5
S0314,S0097,2021-01-06,am,4
S0320,S0142,2021-01-06,am,2
S0322,S0161,2021-01-06,am,4
S0327,S0183,2021-01-06,am,5
S0333,S0088,2021-01-06,am,4
S0333,S0148,2021-01-06,am,3
S0345,S0087,2021-01-06,am,4
S0357,S0458,2021-01-06,am,5
S0360,S0361,2021-01-06,am,3
S0363,S0036,2021-01-06,am,2
S0365,S0016,2021-01-06,am,3
S0365,S0330,2021-01-06,am,1
S0372,S0460,2021-01-06,am,3
S0376,S0202,2021-01-06,am,3
S0380,S0299,2021-01-06,am,1
S0383,S0105,2021-01-06,am,3
S0386,S0044,2021-01-06,am,3
S0391,S0329,2021-01-06,am,3
S0398,S0281,2021-01-06,am,1
S0400,S0355,2021-01-06,am,3
S0401,S0091,2021-01-06,am,2
S0401,S0301,2021-01-06,am,5
S0403,S0339,2021-01-06,am,5
S0404,S0108,2021-01-06,am,3
S0407,S0356,2021-01-06,am,5
S0410,S0484,2021-01-06,am,4
S0415,S0386,2021-01-06,am,1
S0417,S0255,2021-01-06,am,4
S0419,S0130,2021-01-06,am,4
S0419,S0294,2021-01-06,am,1
S0421,S0463,2021-01-06,am,1
S0424,S0202,2021-01-06,am,1
S0429,S0429,2021-01-06,am,2
S0431,S0169,2021-01-06,am,3
S0433,S0132,2021-01-06,am,4
S0435,S0309,2021-01-06,am,2
S0435,S0349,2021-01-06,am,2
S0439,S0168,2021-01-06,am,1
S0446,S0306,2021-01-06,am,4
S0448,S0385,2021-01-06,am,1
S0455,S0243,2021-01-06,am,5
S0457,S0028,2021-01-06,am,1
S0458,S0344,2021-01-06,am,1
S0461,S0156,2021-01-06,am,3
S0463,S0322,2021-01-06,am,3
S0463,S0403,2021-01-06,am,1
S0468,S0491,2021-01-06,am,1
S0478,S0039,2021-01-06,am,2
S0492,S0104,2021-01-06,am,3
S0492,S0260,2021-01-06,am,5
S0496,S0057,2021-01-06,am,3
S0002,S0236,2021-01-07,am,2
S0003,S0034,2021-01-07,am,3
S0004,S0202,2021-01-07,am,5
S0010,S0133,2021-01-07,am,1
S0016,S0423,2021-01-07,am,4
S0017,S0407,2021-01-07,am,3
S0018,S0276,2021-01-07,am,4
S0018,S0481,2021-01-07,am,4
S0023,S0152,2021-01-07,am,2
S0024,S0102,2021-01-07,am,2
S0025,S0191,2021-01-07,am,1
S0027,S0111,2021-01-07,am,5
S0027,S0418,2021-01-07,am,2
S0029,S0019,2021-01-07,am,5
S0029,S0445,2021-01-07,am,4
S0054,S0372,2021-01-07,am,5
S0067,S0138,2021-01-07,am,4
S0072,S0289,2021-01-07,am,3
S0080,S0400,2021-01-07,am,5
S0085,S0384,2021-01-07,am,4
S0088,S0105,2021-01-07,am,1
S0090,S0108,2021-01-07,am,4
S0092,S0363,2021-01-07,am,2
S0094,S0145,2021-01-07,am,5
S0110,S0142,2021-01-07,am,3
S0113,S0175,2021-01-07,am,1
S0116,S0103,2021-01-07,am,1
S0117,S0284,2021-01-07,am,3
S0121,S0466,2021-01-07,am,3
S0123,S0274,2021-01-07,am,3
S0128,S0169,2021-01-07,am,3
S0131,S0350,2021-01-07,am,5
S0136,S0342,2021-01-07,am,2
S0137,S0302,2021-01-07,am,5
S0142,S0372,2021-01-07,am,4
S0146,S0196,2021-01-07,am,3
S0150,S0094,2021-01-07,am,4
S0151,S0293,2021-01-07,am,2
S0157,S0416,2021-01-07,am,3
S0164,S0184,2021-01-07,am,5
S0166,S0207,2021-01-07,am,5
S0170,S0331,2021-01-07,am,4
S0177,S0356,2021-01-07,am,1
S0180,S0408,2021-01-07,am,3
S0184,S0123,2021-01-07,am,3
S0188,S0216,2021-01-07,am,1
S0194,S0349,2021-01-07,am,1
S0194,S0430,2021-01-07,am,3
S0196,S0391,2021-01-07,am,5
